http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28.QT.Intrusion+Detection+System.QT.%29,10/26/2015 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,
Robust and Fast Pattern Matching for Intrusion Detection,"Namjoshi, K.; Narlikar, G.","Bell Labs., Alcatel-Lucent, Paris, France","INFOCOM, 2010 Proceedings IEEE",20100506,2010,,,1,9,"The rule language of an Intrusion Detection System (IDS) plays a critical role in its effectiveness. A rule language must be expressive, in order to describe attack patterns as precisely as possible. It must also allow for a matching algorithm with predictable and low complexity, in order to ensure robustness against denial-of-service attacks. Unfortunately, these requirements often conflict. We show, for instance, that a single rule, when coupled with a backtracking matching algorithm, can bring the processing rate down to nearly ONE packet per second. Performance vulnerabilities of this type are known for patterns described using regular expressions, and can be avoided by using a deterministic matching algorithm. Increasingly, however, rules are being written using the more powerful regex syntax, which includes non-regular features such as back-references. The matching algorithm for general regex's is based on backtracking, and is thus vulnerable to attacks. The main contribution of this paper is a deterministic algorithm for the full regex syntax, which builds upon the deterministic algorithm for regular expressions. We provide a (rough) complexity bound on the worst-case performance, and show that this bound can be tightened through compile-time analysis of the regex structure. These bounds can be used as an admissibility check, to isolate expressions that require further analysis. Finally, we present an implementation of these algorithms in the context of the Snort IDS, and experimental results on several packet traces which show substantial improvement over the backtracking algorithm.",0743-166X,978-1-4244-5836-3,,10.1109/INFCOM.2010.5462149,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5462149,,Automata;Communications Society;Computer crime;Data security;Intrusion detection;Pattern matching;Performance analysis;Prediction algorithms;Protection;Robustness,backtracking;computational complexity;deterministic algorithms;pattern matching;security of data,Snort IDS;backtracking matching algorithm;compile-time analysis;denial-of-service attacks;deterministic matching algorithm;fast pattern matching;intrusion detection systems;processing rate;regex syntax;robust pattern matching;robustness;rule language,,4,1,36,,,14-19 March 2010,,IEEE,IEEE Conference Publications,,
The trends of Intrusion Prevention System network,"Stiawan, D.; Abdullah, A.H.; Idris, M.Y.","Fac. of Comput. Sci., Sriwijaya Univ., Indonesia","Education Technology and Computer (ICETC), 2010 2nd International Conference on",20100729,2010,4,,V4-217,V4-221,"In recent years, Intrusion Prevention System (IPS) have been widely implemented to prevent from suspicious threat. Unlike traditional Intrusion Detection System, IPS has additional features to secure computer network system. The additional features identifying and recognizing suspicious threat trigger alarm, event notification, through responsible response. However, IPS has issues problem, which affect the utilized overall system. In this paper we present the main challenging problem and steps to avoid that, such as (i) accuracy signature, (ii) the traffic volume, (iii) topology design, (iv) quota usage logging, (v) protecting intrusion prevention system, (vii) monitoring sensor, and (viii) collaboration of UTM. Finally, as part of our enhancements, we explored the possibility of making framework to collaborate and integrated various technologies of defense system, we called Unified Threat Management (UTM).",,978-1-4244-6367-1,,10.1109/ICETC.2010.5529697,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5529697,Collaboration defense system;Issued challenge of Intrusion Prevention;Unified Threat Management (UTM),Collaboration;Computer networks;Intrusion detection;Monitoring;Protection;Sensor systems;Technology management;Telecommunication traffic;Topology;Turing machines,computer network security,IPS;computer network system;intrusion prevention system network;unified threat management,,1,,17,,,22-24 June 2010,,IEEE,IEEE Conference Publications,,
Content-Split Based Effective String-Matching for Multi-Core Based Intrusion Detection Systems,"Subramanian, N.; Rao, S.","Centre for Dev. of Adv. Comput., Bangalore, India","Computational Intelligence, Communication Systems and Networks, 2009. CICSYN '09. First International Conference on",20090904,2009,,,296,301,"We present a content split approach (CSA), tailored specifically for signature-based network intrusion detection. This algorithm logically partition the content of IP packets into three parts and internally uses boyer-moorehorspool algorithm to carry out string-matching simultaneously on these parts. Traditionally, skip based pattern matching algorithms use a single sliding window moving from left to right to detect a pattern to be matched, whereas CSA uses two sliding windows of the pattern simultaneously-one moving towards the right from the start position, towards the middle of the string, and the second starting from the middle and moving towards the end of the string. If both these moving patterns never find a match then CSA evaluates the middle of the string. In this paper, firstly we present our approach and experiments, secondly, we present an extension for Jumbo frames and finally, we present the application of our algorithm for multicore based intrusion detection system.",,978-0-7695-3743-6,,10.1109/CICSYN.2009.21,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5231952,Content Matching;Intrusion Detection;Multi-Core,Cities and towns;Computational intelligence;Computer networks;Information technology;Intrusion detection;Partitioning algorithms;Pattern analysis;Pattern matching;Payloads;Telecommunication traffic,security of data;string matching,IP packets;Jumbo frames;boyer-moorehorspool algorithm;content-split based effective string-matching;multicore based intrusion detection systems;signature-based network intrusion detection;skip based pattern matching algorithms;sliding windows,,1,,14,,,23-25 July 2009,,IEEE,IEEE Conference Publications,,
An analysis of signature overlaps in Intrusion Detection Systems,"Massicotte, F.; Labiche, Y.","Commun. Res. Centre Canada, Ottawa, ON, Canada","Dependable Systems & Networks (DSN), 2011 IEEE/IFIP 41st International Conference on",20110718,2011,,,109,120,"An Intrusion Detection System (IDS) protects computer networks against attacks and intrusions, in combination with firewalls and anti-virus systems. One class of IDS is called signature-based network IDSs, as they monitor network traffic, looking for evidence of malicious behaviour as specified in attack descriptions (referred to as signatures).Many studies report that IDSs, including signature-based network IDSs, have problems to accurately identify attacks. One possible reason that we observed in our past work, and that is worth investigating further, is that several signatures (i.e., several alarms) can be triggered on the same group of packets, a situation we coined overlapping signatures. This paper presents a technique to precisely and systemat ically quantify the signature overlapping problem of an IDS signature database. The solution we describe is based on set theory and finite state automaton theory, and we experiment with our technique on one widely-used and maintained IDS. Results show that our approach is effective at systematically quantifying the overlap problem in one IDS signature database, and can be potentially used on other IDSs.",1530-0889,978-1-4244-9232-9,978-1-4244-9231-2,10.1109/DSN.2011.5958211,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5958211,Automaton Theory;Intrusion Detection Signature;Set Theory,Automata;Databases;Intrusion detection;Payloads;Protocols;Set theory;Systematics,authorisation;digital signatures;finite state machines;set theory,anti-virus systems;computer networks;finite state automaton theory;firewalls;intrusion detection systems;set theory;signature overlaps;signature-based network IDS,,2,,18,,,27-30 June 2011,,IEEE,IEEE Conference Publications,,
Attack generating and its implication on Ad Hoc Networks,"Menaria, S.; Valiveti, S.; Kotecha, K.","Inst. of Technol. Comput. Sci. & Eng., Ahmedabad, India","Emerging Trends in Networks and Computer Communications (ETNCC), 2011 International Conference on",20120802,2011,,,473,477,"These days, Ad Hoc Networks are in demand in some crucial applications due to their open architecture and the mobility feature. Here, nodes cooperate with each other for communication. This very characteristic poses an immense problem in Ad Hoc Networks from the Security Point of view. Also due to the lack of Central Administration, Ad Hoc Networks fall prey to the Insider Attacks. Implementation of good Intrusion Detection Systems are ideal for insider attacks. For developing highly efficient intrusion detection system, it is mandatory to understand the effect of attacks on performance of Ad Hoc networks. In this paper we discuss general overview of wireless ad hoc networks, survey of various attacks and analysis of effects of black hole attack, dropping route request attack and Route Request flooding attacks on Ad Hoc networks. The ns-2 simulator was used for simulation of various attacks.",,978-1-4577-0239-6,,10.1109/ETNCC.2011.6255884,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6255884,,Ad hoc networks;Data models;Floods;Intrusion detection;Measurement;Routing;Routing protocols,ad hoc networks;security of data;telecommunication security,attack generating;black hole attack;central administration;dropping route request attack;insider attacks;intrusion detection;mobility feature;ns-2 simulator;open architecture;route request flooding attacks;security;wireless ad hoc networks,,0,,,,,22-24 April 2011,,IEEE,IEEE Conference Publications,,
An Intrusion Detection Algorithm Based on Decision Tree Technology,Juan Wang; Qiren Yang; Dasen Ren,"Comput. & Network Center, Guizhou Univ. for Nat., Guiyang, China","Information Processing, 2009. APCIP 2009. Asia-Pacific Conference on",20090807,2009,2,,333,335,"Traditional intrusion detection technology exists a lot of problems, such as low performance, low intelligent level, high false alarm rate, high false negative rate and so on. In this paper, C4.5 decision tree classification method is used to build an effective decision tree for intrusion detection, then convert the decision tree into rules and save them into the knowledge base of intrusion detection system. These rules are used to judge whether the new network behavior is normal or abnormal. Experiments show that: the detection accuracy rate of intrusion detection algorithm based on C4.5 decision tree is over 90%, and the process of constructing rules is easy to understand, so it is an effective method for intrusion detection.",,978-0-7695-3699-6,,10.1109/APCIP.2009.218,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5197204,C4.5 algorithm;data mining;decision tree;intrusion detection,Classification tree analysis;Computer networks;Data mining;Decision trees;Face detection;High performance computing;Information security;Intelligent networks;Intrusion detection;Testing,decision trees;knowledge based systems;security of data,decision tree classification;intrusion detection;knowledge base system,,1,,5,,,18-19 July 2009,,IEEE,IEEE Conference Publications,,
Application level network access control system based on TNC architecture for enterprise network,"Chen, Zhen; Fa-Chao Deng; An-An Luo; Xin Jiang; Guo-Dong Li; Run-hua Zhang; Chuang Lin","Dept. of Autom. & Comput. Sci. & Technol., Tsinghua Univ., Beijing, China","Wireless Communications, Networking and Information Security (WCNIS), 2010 IEEE International Conference on",20100805,2010,,,667,671,"Traditional NAC system in enterprise network is in coarse granularity (e.g. IP or MAC address) and lack of flexibility. Recently the demand in tight control of the enterprise network to defense the misuse and security issues become more and more urgent. Based on the TCG TNC standard, an application level network access control mechanism is proposed and implemented. With TNC client/server model in hand, a client is designed to enhance TNC client with the function of host flow controller (HFC), and intercepts each application network access request(ANAR) and transfer it to PDP server to authorize the access request. When a sensor (i.e. intrusion detection system) detects any malicious traffic, host flow controller and network flow controller can identify the application that origins this traffic by querying Metadata Access Point (MAP) server and block this application's network access. A prototype system is implemented to demonstrate the design and can be used to defense the anomaly network behaviors. The prototype system demonstrates that the hosts, switches, firewalls and IDS can work together to detect, diagnose and protect enterprise network from the malicious applications attack initiated inside or outside of an enterprise network, quarantine unhealthy hosts and make the enterprise network more reliable and trustworthy.",,978-1-4244-5850-9,,10.1109/WCINS.2010.5541863,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541863,Access Control;Application Level Access Control;Network Security;Trusted Network Connect,Access control;Communication system traffic control;Control systems;Hybrid fiber coaxial cables;Intrusion detection;Network servers;Prototypes;Sensor systems and applications;Switches;Traffic control,,,,0,12,16,,,25-27 June 2010,,IEEE,IEEE Conference Publications,,
A Generation Framework of Multiple Evasions on IDS,Dong Lipeng; Chen Xingyuan; Tang Huilin; Shi Wang,"Henan Province Key Lab. of Inf. Security, Zhengzhou Inf. Sci. & Technol. Inst., Zhengzhou, China","Instrumentation, Measurement, Computer, Communication and Control (IMCCC), 2013 Third International Conference on",20140623,2013,,,549,552,"Intrusion detection technology aimed at identifying hidden illegal intrusion by the analysis of network traffic. To an attacker, if he wants to send malicious code to a protected host in the internal network, he has to firstly evade the detection of the intrusion detection system (IDS). The IDS evasion techniques enable IDS produce omission or misstatement, can greatly increase the probability of success attacks. But after years of the contest between evasion and anti-evasion, individual evasions and random combined evasions is difficult to implement and also inefficient. This paper is committed to providing a systematic and scientific generation method for multiple evasions. Using this framework, we are able to design a complete system for IDS anti-evasion testing, and provide recommendations for giving IDS policies.",,,,10.1109/IMCCC.2013.124,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6840514,IDS;generation framework;multiple evasions,Encoding;IP networks;Intrusion detection;Payloads;Protocols;Testing,computer network security;telecommunication traffic;transport protocols,IDS antievasion testing;IDS evasion techniques;IDS policies;hidden illegal intrusion identification;internal network;intrusion detection technology;malicious code;multiple evasions generation framework;network traffic analysis;protected host;randomly-combined evasions;success attack probability;systematic scientific generation method,,0,,5,,,21-23 Sept. 2013,,IEEE,IEEE Conference Publications,,
Network Intrusion Detection based on attack pattern,"Kshirsagar, D.D.; Tagad, D.K.; Sale, S.S.; Khandagale, G.","Dept. of Comput. Eng., Coll. of Eng., Pune, India","Electronics Computer Technology (ICECT), 2011 3rd International Conference on",20110707,2011,5,,283,286,"Intrusion Detection system becomes the one of the favorite research topic due to its capability of detecting various network attacks. There are many works done in the field of intrusion detection up till now. In this paper we are proposing the pattern based Intrusion Detection model. This system is based on CIDF architecture. The Pattern based Intrusion Detection model consist of five modules: Capture Module, Decode Module, Detection Module, Known Attack Pattern Module and Action Module. A pattern based IDS monitor packets on the network and compares them against a database of known attack pattern of malicious threats. Our paper focuses on the packet sniffer and its working, various attacks on network as an intrusion and their detection using pattern based IDS.",,978-1-4244-8678-6,978-1-4244-8679-3,10.1109/ICECTECH.2011.5942003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5942003,Intrusion Detection;Network Attacks;Packet Capture;Packet Decode;Pattern,Computer architecture;Computer hacking;Computers;Databases;Educational institutions;IP networks;Intrusion detection,computer network security,CIDF architecture;action module;attack pattern;capture module;decode module;detection module;known attack pattern module;network intrusion detection;packet sniffer;pattern based IDS monitor packets;pattern based intrusion detection model,,1,,6,,,8-10 April 2011,,IEEE,IEEE Conference Publications,,
A Novel Intrusion Detection Method Based on Adaptive Resonance Theory and Principal Component Analysis,Junbi Xiao; Hao Song,"Coll. of Comput. & Commun. Eng., China Univ. of Pet., Dongying","Communications and Mobile Computing, 2009. CMC '09. WRI International Conference on",20090304,2009,3,,445,449,"A novel intrusion detection approach based on Adaptive Resonance Theory (ART) and Principal Component Analysis (PCA) is put forward according to analyzing now intrusion detection methods. In this model (PCA-MART2), it defines network behaviors relied upon the datagram. PCA is applied to feature selection about input samples and the multi-layered ART2 is designed to subdivide the imprecise clustering. The modified algorithm improved the speed and accuracy of detection. The experimental results show that the intrusion detection system based on PCA-MART2 can detect intrusion behavior in network efficiently.",,978-0-7695-3501-2,,10.1109/CMC.2009.163,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4797293,ART2;PCA;hierarchical clustering;intrusion detection,Clustering algorithms;Computer networks;Educational institutions;Internet;Intrusion detection;Mobile communication;Mobile computing;Neurons;Principal component analysis;Resonance,ART neural nets;feature extraction;pattern clustering;principal component analysis;security of data,adaptive resonance theory;feature selection;imprecise clustering;intrusion detection method;multi layered ART2 network behavior;principal component analysis,,0,,6,,,6-8 Jan. 2009,,IEEE,IEEE Conference Publications,,
Behavior-Rule Based Intrusion Detection Systems for Safety Critical Smart Grid Applications,"Mitchell, R.; Ing-Ray Chen","Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Falls Church, VA, USA","Smart Grid, IEEE Transactions on",20130821,2013,4,3,1254,1263,"In this paper, a behavior-rule based intrusion detection system (BRIDS) is proposed for securing head-ends (HEs), distribution access points/data aggregation points (DAPs) and subscriber energy meters (SEMs) of a modern electrical grid in which continuity of operation is of the utmost importance. The impact of attacker behaviors on the effectiveness of a behavior-rule intrusion detection design is investigated. Using HEs, DAPs and SEMs as examples, it is demonstrated that a behavior-rule based intrusion detection technique can effectively trade false positives for a high detection probability to cope with sophisticated and hidden attackers to support ultra safe and secure applications. It is shown that BRIDS outperforms contemporary anomaly-based IDSs via comparative analysis.",1949-3053,,,10.1109/TSG.2013.2258948,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6510000,Cyber physical systems;data aggregation point;distribution access point;head-end;intrusion detection;safety;security;subscriber energy meter,Actuators;Density estimation robust algorithm;Generators;Home appliances;Intrusion detection;Monitoring;Sensors,power system measurement;power system security;probability;smart power grids,BRIDS;DAP;SEM;attacker behaviors;behavior-rule based intrusion detection systems;data aggregation points;detection probability;distribution access points;electrical grid;head-ends security;safety critical smart grid applications;subscriber energy meters,,5,,23,,4/29/2013,Sept. 2013,,IEEE,IEEE Journals & Magazines,,
ByzID: Byzantine Fault Tolerance from Intrusion Detection,"Duan, S.; Levitt, K.; Hein Meling; Peisert, S.; Haibin Zhang","UC, Davis, CA, USA","Reliable Distributed Systems (SRDS), 2014 IEEE 33rd International Symposium on",20141215,2014,,,253,264,"Building robust network services that can withstand a wide range of failure types is a fundamental problem in distributed systems. The most general approach, called Byzantine fault tolerance, can mask arbitrary failures. Yet it is often considered too costly to deploy in practice, and many solutions are not resilient to performance attacks. To address this concern we leverage two key technologies already widely deployed in cloud computing infrastructures: replicated state machines and intrusion detection systems. First, we have designed a general framework for constructing Byzantine failure detectors based on an intrusion detection system. Based on such a failure detector, we have designed and built a practical Byzantine fault-tolerant protocol, which has costs comparable to crash-resilient protocols like Paxos. More importantly, our protocol is particularly robust against several key attacks such as flooding attacks, timing attacks, and fairness attacks, that are typically not handled well by Byzantine fault masking procedures.",,,,10.1109/SRDS.2014.28,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6983400,Byzantine fault tolerance;attacks;distributed systems;failure detector;intrusion detection;state machine replication,Computer crashes;Detectors;Fault tolerance;Intrusion detection;Monitoring;Protocols,cloud computing;fault tolerant computing;finite state machines;protocols;security of data;system recovery,ByzID;Byzantine fault masking;Byzantine fault tolerance;Paxos;cloud computing infrastructures;crash-resilient protocols;distributed systems;failure types;intrusion detection;replicated state machines;robust network services,,0,,40,,,6-9 Oct. 2014,,IEEE,IEEE Conference Publications,,
Improving Effectiveness of Intrusion Detection by Correlation Feature Selection,"Hai Nguyen; Franke, K.; Petrovic, S.","Dept. of Comput. Sci. & Media Technol., Gjovik Univ. Coll., Gjovik, Norway","Availability, Reliability, and Security, 2010. ARES '10 International Conference on",20100325,2010,,,17,24,"The quality of the feature selection algorithm is one of the most important factors that affects the effectiveness of an intrusion detection system (IDS). Achieving reduction of the number of relevant traffic features without negative effect on classification accuracy is a goal that greatly improves the overall effectiveness of the IDS. Obtaining a good feature set automatically without involving expert knowledge is a complex task. In this paper, we propose an automatic feature selection procedure based on the filter method used in machine learning. In particular, we focus on Correlation Feature Selection (CFS). By transforming the CFS optimization problem into a polynomial mixed 0-1 fractional programming problem and by introducing additional variables in the problem transformed in such a way, we obtain a new mixed 0 - 1 linear programming problem with a number of constraints and variables that is linear in the number of full set features. The mixed 0-1 linear programming problem can then be solved by means of branch-and-bound algorithm. Our feature selection algorithm was compared experimentally with the best-first-CFS and the genetic-algorithm-CFS methods regarding the feature selection capabilities. The classification accuracy obtained after the feature selection by means of the C4.5 and the BayesNet machines over the KDD CUP'99 IDS benchmarking data set was also tested. Experiments show that our proposed method outperforms the best first and genetic algorithm search strategies by removing much more redundant features and still keeping the classification accuracies or even getting better performances.",,978-1-4244-5879-0,,10.1109/ARES.2010.70,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5438117,correlation-based feature selection;intrusion detection;mixed 0-1 integer linear programming;polynomial mixed 0-1 fractional programming,Classification algorithms;Computer vision;Filters;Genetic algorithms;Integer linear programming;Intrusion detection;Linear programming;Machine learning;Polynomials;Testing,Bayes methods;correlation theory;genetic algorithms;learning (artificial intelligence);mathematical programming;security of data;tree searching,Bayesnet machines;IDS;best-first-CFS;branch-and-bound algorithm;classification accuracy;correlation feature selection;expert knowledge;feature selection algorithm;filter method;fractional programming problem;genetic algorithm;improving effectiveness;intrusion detection systems;linear programming problem;machine learning;optimization problem;redundant features;traffic features,,8,,16,,,15-18 Feb. 2010,,IEEE,IEEE Conference Publications,,
A new approach for intrusion detection based on Local Linear Embedding algorithm,Ying-Hui Kong; Hai-Ming Xiao,"Dept. of Electron. & Commun. Eng., North China Electr. Power Univ., Baoding, China","Wavelet Analysis and Pattern Recognition, 2009. ICWAPR 2009. International Conference on",20090818,2009,,,107,111,"Intrusion detection is a important network security research direction. SVM (support vector machine) is considered as a good substitute for traditional learning classification approach, and has a good generalization performance especially in small samples in non-linear case. LLE (local linear embedding) is a good nonlinear dimensionality reduction method, which is good for the data that lies on the nonlinear manifold. This paper proposes an approach using SVM and LLE in intrusion detection system. In the Matlab simulation experiment, we can achieve higher classification accuracy rate, lower false positive rare and false negative rate using the method, compared to PCA (principal component analysis) and ICA (independent component analysis) approach.",,978-1-4244-3728-3,978-1-4244-3729-0,10.1109/ICWAPR.2009.5207429,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5207429,Independent Component Analysis;Local Linear Embedding;Principal Component Analysis;Support Vector Machine,Face detection;Independent component analysis;Intrusion detection;Machine learning;Machine learning algorithms;Manifolds;Pattern analysis;Support vector machine classification;Support vector machines;Wavelet analysis,independent component analysis;learning (artificial intelligence);principal component analysis;security of data;support vector machines,Matlab simulation;classification accuracy rate;false negative rate;false positive rare;independent component analysis;intrusion detection;learning classification approach;local linear embedding algorithm;network security;nonlinear dimensionality reduction method;principal component analysis;support vector machine,,0,,15,,,12-15 July 2009,,IEEE,IEEE Conference Publications,,
Immune vaccination model apply to network intrusion defense,YaPing Jiang; Yong Li,"Sch. of Comput. & Commun. Eng., Zhengzhou Univ. of Light Ind., Zhengzhou, China","Computer Application and System Modeling (ICCASM), 2010 International Conference on",20101104,2010,2,,V2-318,V2-320,"Inspired information processing in biology immune system is a highly parallel and distributed intelligent computation which has immune memory, and self-learning, retrieval capabilities. The theory of modern immunology provides a new idea to study network intrusion defense algorithm. The architecture of network intrusion defense based on immune vaccination principle is proposed. The intrusion detection system can detect all intrusions, including known and unknown. The information of new intrusion, which gotten from current monitored network is encapsulated and sent to the other network as vaccine. So the other network can defense the same intrusion. The experimental results show that the new model actualizes an active and distributed prevention policy than that of the traditional passive intrusion prevention systems.",,978-1-4244-7235-2,978-1-4244-7237-6,10.1109/ICCASM.2010.5620524,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5620524,Vaccination;intrusion defense;network security,Computational modeling,biology computing;computer network security;distributed processing;information retrieval;medical computing;unsupervised learning,biology immune system information processing;distributed intelligent computation;distributed prevention policy;immune memory;immune vaccination model;network intrusion defense;parallel intelligent computation;passive intrusion prevention systems;self learning capability,,0,,11,,,22-24 Oct. 2010,,IEEE,IEEE Conference Publications,,
DDoS Detection using host-network based metrics and mitigation in experimental testbed,"Devi, B.S.K.; Preetha, G.; Shalinie, S.M.","Dept. of Comput. Sci. & Eng., Anna Univ., Madurai, India","Recent Trends In Information Technology (ICRTIT), 2012 International Conference on",20120531,2012,,,423,427,"Distributed Denial of Service (DDoS) attacks is very recent and popular devastating attack in the field of cyber society. Flooding DDoS attacks produce adverse effects for critical infrastructure availability, integrity and confidentiality. Current defense approaches cannot efficiently detect and filter out the attack traffic in real time. Online analysis of real time attack traffic and their impact and degradation of host and network based performance metrics becomes very essential. So, online measurement of these network performance metrics itself acts as an Intrusion detection system. The anomalies are the inference for network security analyst to suspect whether the network is under attack or not. Based on the assumption that the attacker flows are very aggressive than the legitimate users the proposed work provides sufficient bandwidth to genuine users during flooding DDoS attack. The Interface Based Rate Limiting (IBRL) algorithm proposed in this paper is used to mitigate the identified DDoS attacks. The implementation is carried out on an experimental testbed build up on Linux machines and Virtual routers. The experimental results show that there is considerable increase in the host and network based performance metrics for legitimate users even under DoS and DDoS attacks.",,978-1-4673-1599-9,,10.1109/ICRTIT.2012.6206744,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6206744,Distributed Denial of Service attack;host and network based performance metrics;rate limiting;virtual router,Bandwidth;Computer crime;Internet;Limiting;Measurement;Monitoring;Throughput,Linux;computer network security;telecommunication traffic,DDoS attack;DDoS detection;IBRL;Linux machines;critical infrastructure availability;critical infrastructure confidentiality;critical infrastructure integrity;cyber society;distributed denial of service attacks;experimental testbed;host-network based metrics;host-network based mitigation;interface based rate limiting algorithm;network performance metrics online measurement;real time attack traffic online analysis;virtual routers,,3,,15,,,19-21 April 2012,,IEEE,IEEE Conference Publications,,
Agent-based scalable design of a cross-layer security framework for Wireless Sensor Networks Monitoring Applications,"Pugliese, M.; Pomante, L.; Santucci, F.","Center of Excellence DEWS, Univ. of L''Aquila, L''Aquila, Italy","Ultra Modern Telecommunications & Workshops, 2009. ICUMT '09. International Conference on",20091204,2009,,,1,7,"Secure monitoring services supported by flexible, manageable, and cheap systems in areas where ordinary networks are unsuitable: this is one of to-day challenges in health monitoring engineering. Wireless sensor networks represent a promising technological solution but resource constraints and exposure to external attacks could limit their employment. The design and the implementation of an effective security to provide the monitoring service with the reasonable level of reliability is the scope of this paper. Following the platform-based design methodology, we have designed and implemented a Â¿Secure PlatformÂ¿ to support Monitoring Applications which is compliant to requirements such as modularity, optimized usage of resource, solution scalability. To this aim, the Secure Platform exploits mobile agents and we have enhanced middleware solutions already available in literature. Security functions implemented in the Secure Platform have been a distributed intrusion detection system, based on a simplified approach to Hidden Markov Models, supported by an hybrid cryptographic scheme, based on network topology authentication. These security functions have been proposed. Detailed design and the description of the software enhancements to the middleware platform are presented in this paper.",,978-1-4244-3942-3,978-1-4244-3941-6,10.1109/ICUMT.2009.5345623,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5345623,Anomaly Detection;Hybrid Cryptography;Intrusion Detection;Middleware Layer;Mobile Agent;Platform-based design;Security Framework;Wireless Sensor Network,Design methodology;Design optimization;Employment;Engineering management;Middleware;Mobile agents;Monitoring;Reliability engineering;Scalability;Wireless sensor networks,cryptography;hidden Markov models;middleware;mobile agents;telecommunication network reliability;telecommunication network topology;wireless sensor networks,agent-based scalable design;cross-layer security framework;distributed intrusion detection;health monitoring engineering;hidden Markov models;hybrid cryptographic scheme;middleware solutions;mobile agents;network reliability;network topology authentication;secure monitoring services;secure platform;software enhancements;wireless sensor networks monitoring applications,,4,,18,,,12-14 Oct. 2009,,IEEE,IEEE Conference Publications,,
Pattern-Based DFA for Memory-Efficient and Scalable Multiple Regular Expression Matching,Junchen Jiang; Yang Xu; Tian Pan; Yi Tang; Bin Liu,"Dept. of Comput. Sci. & Technol., Tsinghua Univ., Beijing, China","Communications (ICC), 2010 IEEE International Conference on",20100701,2010,,,1,5,"In Network Intrusion Detection System, De-terministic Finite Automaton (DFA) is widely used to compare packet content at a constant speed against a set of patterns specified in regular expressions (regex patterns). However, combining many regex patterns into a single DFA causes a serious state explosion. Partitioning the pat-tern set into several subsets, each of which produces a small DFA, is a practical way to deflate the state explosion. In this paper, we propose a regex pattern grouping scheme based on a new DFA model called Pattern-Based DFA (P-DFA) which supports efficient pattern-based op-erations, such as insertion, deletion, and etc. By using these basic operations, one can easily measure the state explo-sion when combining a set of regex patterns into a single DFA. Based on the privilege, we develop regex grouping algorithms for mitigating the state explosion in parallel and sequential matching environments, respectively. The evaluation shows that under the same constraints, our ap-proach requires only half the number of groups compared with the most well-known algorithms.",1550-3607,978-1-4244-6402-9,,10.1109/ICC.2010.5501973,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5501973,,Automata;Communications Society;Doped fiber amplifiers;Explosions;Inspection;Intrusion detection;Laboratories;Paper technology;Pattern matching;Protocols,,,,4,,15,,,23-27 May 2010,,IEEE,IEEE Conference Publications,,
