http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/20/2015 17:41,"((""Recall"") AND ""Intrusion Detection System"")",IEEE
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Network Intrusion Detection System using attack behavior classification,"Al-Jarrah, O.; Arafat, A.","Dept. of Comput. Eng., Jordan Univ. of Sci. & Technol., Irbid, Jordan","Information and Communication Systems (ICICS), 2014 5th International Conference on",20140626,2014,,,1,6,"Intrusion Detection Systems (IDS) have become a necessity in computer security systems because of the increase in unauthorized accesses and attacks. Intrusion Detection is a major component in computer security systems that can be classified as Host-based Intrusion Detection System (HIDS), which protects a certain host or system and Network-based Intrusion detection system (NIDS), which protects a network of hosts and systems. This paper addresses Probes attacks or reconnaissance attacks, which try to collect any possible relevant information in the network. Network probe attacks have two types: Host Sweep and Port Scan attacks. Host Sweep attacks determine the hosts that exist in the network, while port scan attacks determine the available services that exist in the network. This paper uses an intelligent system to maximize the recognition rate of network attacks by embedding the temporal behavior of the attacks into a TDNN neural network structure. The proposed system consists of five modules: packet capture engine, preprocessor, pattern recognition, classification, and monitoring and alert module. We have tested the system in a real environment where it has shown good capability in detecting attacks. In addition, the system has been tested using DARPA 1998 dataset with 100% recognition rate. In fact, our system can recognize attacks in a constant time.",,978-1-4799-3022-7,,10.1109/IACS.2014.6841978,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6841978,Host sweep;Intrusion Detection Systems;Network probe attack;Port scan;TDNN neural network,IP networks;Intrusion detection;Neural networks;Pattern recognition;Ports (Computers);Probes;Protocols,computer network security;neural nets;pattern classification,HIDS;NIDS;TDNN neural network structure;alert module;attack behavior classification;computer security systems;host sweep attacks;host-based intrusion detection system;network intrusion detection system;network probe attacks;packet capture engine;pattern classification;pattern recognition;port scan attacks;preprocessor;reconnaissance attacks;unauthorized accesses,,0,,26,,,1-3 April 2014,,IEEE,IEEE Conference Publications,,
Feature Selection and Design of Intrusion Detection System Based on k-Means and Triangle Area Support Vector Machine,Pingjie Tang; Rong-an Jiang; Mingwei Zhao,"Dept. Comput. Sci. & Eng., Dalian Univ. of Technol., Dalian, China","Future Networks, 2010. ICFN '10. Second International Conference on",20100318,2010,,,144,148,"Nowadays, challenged by malicious use of network and intentional attacks on personal computer system, intrusion detection system has become an indispensible and infrastructural mechanism for securing critical resource and information. Most current intrusion detection systems focus on hybrid supervised and unsupervised machine learning technologies. The related work has demonstrated that they can get superior performance than applying single machine learning algorithm in detection model. Besides, with the scrutiny of related works, feature selecting and representing techniques are also essential in pursuit of high efficiency and effectiveness. Performance of specified attack type detection should also be improved and evaluated. In this paper, we incorporate information gain (IG) method for selecting more discriminative features and triangle area based support vector machine (TASVM) by combining k-means clustering algorithm and SVM classifier to detect attacks. Our system achieves accuracy of 99.83%, detection rate of 99.88% and false alarm rate of 2.99% on the 10% of KDD CUP 1999 evaluation data set. We also achieve a better detection performance for specific attack types concerning precision and recall.",,978-0-7695-3940-9,978-1-4244-5667-3,10.1109/ICFN.2010.42,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5431864,KDD CUP 1999;intrusion detection system;k-means;machine learning;support vector machine;triangle area feature represention,Cities and towns;Clustering algorithms;Computer science;Intrusion detection;Machine learning;Machine learning algorithms;Microcomputers;Support vector machine classification;Support vector machines;Testing,learning (artificial intelligence);pattern classification;pattern clustering;security of data;support vector machines,KDD CUP 1999 evaluation data set;SVM classifier;attack type detection;information gain method;intentional attacks;intrusion detection system;k-means clustering algorithm;personal computer system;single machine learning algorithm;triangle area support vector machine;unsupervised machine learning technology,,4,,13,,,22-24 Jan. 2010,,IEEE,IEEE Conference Publications,,
A stateful intrusion detection system for World-Wide Web servers,"Vigna, Giovanni; Robertson, W.; Kher, V.; Kemmerer, R.A.","Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA","Computer Security Applications Conference, 2003. Proceedings. 19th Annual",20040108,2003,,,34,43,"Web servers are ubiquitous, remotely accessible, and often misconfigured. In addition, custom Web-based applications may introduce vulnerabilities that are overlooked even by the most security-conscious server administrators. Consequently, Web servers are a popular target for hackers. To mitigate the security exposure associated with Web servers, intrusion detection systems are deployed to analyze and screen incoming requests. The goal is to perform early detection of malicious activity and possibly prevent more serious damage to the protected site. Even though intrusion detection is critical for the security of Web servers, the intrusion detection systems available today only perform very simple analyses and are often vulnerable to simple evasion techniques. In addition, most systems do not provide sophisticated attack languages that allow a system administrator to specify custom, complex attack scenarios to be detected. We present WebSTAT, an intrusion detection system that analyzes Web requests looking for evidence of malicious behavior. The system is novel in several ways. First of all, it provides a sophisticated language to describe multistep attacks in terms of states and transitions. In addition, the modular nature of the system supports the integrated analysis of network traffic sent to the server host, operating system-level audit data produced by the server host, and the access logs produced by the Web server. By correlating different streams of events, it is possible to achieve more effective detection of Web-based attacks.",,0-7695-2041-3,,10.1109/CSAC.2003.1254308,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1254308,,Application software;Computer hacking;Computer science;Event detection;Intrusion detection;Network servers;Performance analysis;Protection;Telecommunication traffic;Web server,Internet;Web sites;computer crime;file servers,Web-based applications;Web-based attacks;WebSTAT intrusion detection system;World-Wide Web servers;operating system-level audit data;server host;sophisticated attack languages,,26,2,25,,,8-12 Dec. 2003,,IEEE,IEEE Conference Publications,,
An intrusion detection system for cluster based wireless sensor networks,Xue Deng,"Sch. of Comput. & Commun. Eng., Hunan Univ., Changsha, China","Wireless Personal Multimedia Communications (WPMC), 2013 16th International Symposium on",20131003,2013,,,1,5,"Dramatic advances in wireless sensor networks (WSNs) are paving the way for it's widely application. However, security issues have emerged. Compared with the general network, wireless sensor networks has its own characteristics. The most prominent point is the limited resource in WSNs. Such as energy, computation and communication capability. Therefore. wired security mechanism can not applied in WSNs directly. It is necessary to design an security system apply to WSNs. In this paper, we proposed a new intrusion detection system (IDS) which integrates the approach of nodes behavioral strategies and evidence theory. According to the deviation from the normal level of node's behavior, basic input vector of evidence is constructed. Meanwhile, the weight algorithm is applied to represent the importance of each behavior characteristic and revise evidences before synthesis. Finally, linked with evidence theory and judgment rules, we get the detection result of the evaluated node. The simulation results show that our approach is more effective in detecting malicious nodes with higher detection ratio and lower misdetection ratio compared with existing schemes.",1347-6890,,,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6618573,behavior characteristic;evidence theory;intrusion detection system;weight algorithm;wireless sensor networks,Monitoring;Silicon;Wireless sensor networks,pattern clustering;security of data;telecommunication security;wireless sensor networks,IDS;WSN;cluster based wireless sensor network;evidence theory;intrusion detection system;judgment rule;malicious node detection;security mechanism,,0,,14,,,24-27 June 2013,,IEEE,IEEE Conference Publications,,
Combinational feature selection approach for network intrusion detection system,"Garg, T.; Kumar, Y.","Centre for Comput. Sci. & Technol., Central Univ. of Punjab, Bathinda, India","Parallel, Distributed and Grid Computing (PDGC), 2014 International Conference on",20150205,2014,,,82,87,"In the era of digital world, the computer networks are receiving multidimensional advancements. Due to these advancements more and more services are available for malicious exploitation. New vulnerabilities are found from common programs and even on vulnerability in a single computer might compromise the network of an entire company. There are two parallel ways to address this threat. The first way is to ensure that a computer doesn't have any known security vulnerabilities, before allowing it to the network it has access rights. The other way, is to use an Intrusion Detection System. IDSs concentrate on detecting malicious network traffic, such as packets that would exploit known security vulnerability. Generally the intrusions are detected by analyzing 41 attributes from the intrusion detection dataset. In this work we tried to reduce the number of attributes by using various ranking based feature selection techniques and evaluation has been done using ten classification algorithms that I have evaluated most important. So that the intrusions can be detected accurately in short period of time. Then the combinations of the six reduced feature sets have been made using Boolean AND operator. Then their performance has been analyzed using 10 classification algorithms. Finally the top ten combinations of feature selection have been evaluated among 1585 unique combinations. Combination of Symmetric and Gain Ratio while considering top 15 attributes has highest performance.",,978-1-4799-7682-9,,10.1109/PDGC.2014.7030720,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7030720,Boolean AND operator;Data Mining;Feature Selection Techniques;Garret's Ranking Technique;Intrusion Detection System;NSL-KDD Dataset;WEKA,Accuracy;Classification algorithms;Computational modeling;Feature extraction;Intrusion detection;Training;Vegetation,Boolean functions;feature selection;pattern classification;security of data,Boolean AND operator;IDS;classification algorithms;combinational feature selection approach;malicious network traffic detection;network intrusion detection system;ranking based feature selection techniques,,0,,26,,,11-13 Dec. 2014,,IEEE,IEEE Conference Publications,,
Using feature selection for intrusion detection system,"Alazab, A.; Hobbs, M.; Abawajy, J.; Alazab, M.","Deakin Univ., Melbourne, VIC, Australia","Communications and Information Technologies (ISCIT), 2012 International Symposium on",20121213,2012,,,296,301,"A good intrusion system gives an accurate and efficient classification results. This ability is an essential functionality to build an intrusion detection system. In this paper, we focused on using various training functions with feature selection to achieve high accurate results. The data we used in our experiments are NSL-KDD. However, the training and testing time to build the model is very high. To address this, we proposed feature selection based on information gain, which can contribute to detect several attack types with high accurate result and low false rate. Moreover, we performed experiments to classify each of the five classes (normal, probe, denial of service (DoS), user to super-user (U2R), and remote to local (R2L). Our proposed outperform other state-of-art methods.",,978-1-4673-1156-4,978-1-4673-1155-7,10.1109/ISCIT.2012.6380910,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6380910,Anomaly base detection;Feature selection;Intrusion detection;security,Accuracy;Computers;Feature extraction;Intrusion detection;Probes;Testing;Training,security of data,DoS class;NSL-KDD;R2L class;U2R class;classification result;denial of service class;feature selection;information gain;intrusion detection system;normal class;probe class;remote to local class;training function;user to super-user class,,2,,23,,,2-5 Oct. 2012,,IEEE,IEEE Conference Publications,,
Network intrusion detection system using J48 Decision Tree,"Sahu, S.; Mehtre, B.M.","Sch. of Comput. & Inf. Sci., Univ. of Hyderabad, Hyderabad, India","Advances in Computing, Communications and Informatics (ICACCI), 2015 International Conference on",20150928,2015,,,2023,2026,"As the number of cyber attacks have increased, detecting the intrusion in networks become a very tough job. For network intrusion detection system (NIDS), many data mining and machine learning techniques are used. However, for evaluation, most of the researchers used KDD Cup 99 data set, which has widely criticized for not showing current network situation. In this paper we used a new labelled network dataset, called Kyoto 2006+ dataset. In Kyoto 2006+ data set, every instant is labelled as normal (no attack), attack (known attack) and unknown attack. We use Decision Tree (J48) algorithm to classify the network packet that can be used for NIDS. For training and testing we used 134665 network instances. The generated rules works with 97.2% correctness for detecting the connection i.e., no attack, known attack or unknown attack.",,978-1-4799-8790-0,,10.1109/ICACCI.2015.7275914,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7275914,Data Mining;Decision tree;Intrusion Detection System;J48 algorithm;Kyoto data set,Accuracy;Data mining;Decision trees;Feature extraction;Intrusion detection;Machine learning algorithms;Support vector machines,decision trees;learning (artificial intelligence);pattern classification;security of data,J48 decision tree algorithm;KDD Cup 99 dataset;Kyoto 2006+ dataset;cyber attacks;data mining technique;machine learning technique;network intrusion detection system;network packet classification,,,,,,,10-13 Aug. 2015,,IEEE,IEEE Conference Publications,,
An intrusion detection system based on system call,Yue Shen; Fei Yu; Ling-fen Zhang; Ji-yao An; Miao-Liang Zhu,"Sch. of Comput. & Inf., Hunan Agric. Univ., Changsha, China","Internet, 2005.The First IEEE and IFIP International Conference in Central Asia on",20060227,2005,,,4 pp.,,"Intrusion detection is an efficient way to protect information system. This paper puts forward a new method of anomalous intrusion detection based on system call. It uses system calls regarded as input, and creates a FSA (finite-state automation machine) for the functions in the program. Then the FSA is used to detect the attack. Moreover, it can find the place of the vulnerability which exists in the program. This can help to alter the source program. Results are shown that this method is effective for some intrusion events.",,0-7803-9179-9,,10.1109/CANET.2005.1598184,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1598184,Anomalous Intrusion Detection;Finite-State Automation Machine;Intrusion Detection;System Call,Artificial intelligence;Counting circuits;Educational institutions;Forward contracts;Humans;Information systems;Intrusion detection;Libraries;Protection;Safety,finite state machines;program control structures;security of data,FSA;anomalous intrusion detection;finite-state automation machine;information system protection;intrusion detection system;program vulnerability;source program;system call,,0,,7,,,26-29 Sept. 2005,,IEEE,IEEE Conference Publications,,
Improving Classification Accuracy of Intrusion Detection System Using Feature Subset Selection,"Bahl, S.; Sharma, S.K.","Comput. Sci. & Eng., KIIT Coll. of Eng., Gurgaon, India","Advanced Computing & Communication Technologies (ACCT), 2015 Fifth International Conference on",20150406,2015,,,431,436,"Intrusion detection system (IDS) research field has grown tremendously in the past decade. Improving the detection rate of user to root (U2R) attack class is an open research problem. Current IDS uses all data features to detect intrusions. Some of the features may be redundant to the detection process. The purpose of this empirical study is to identify the important features to improve the detection rate and reduce the false detection rate. The investigated feature subset selection techniques improve the overall accuracy, detection rate of U2R attack class and also reduce the computational cost. The empirical results have shown a noticeable improvement in detection rate of U2R attack class with feature subset selection techniques.",,978-1-4799-8487-9,,10.1109/ACCT.2015.137,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7079122,Feature subset selection;Intrusion detection system;classification;pre-processing,Accuracy;Feature extraction;Intrusion detection;Probes;Search methods;Testing;Training,pattern classification;security of data,IDS;U2R attack class;classification accuracy;data features;false detection rate;feature subset selection;intrusion detection system;user to root attack class,,0,,16,,,21-22 Feb. 2015,,IEEE,IEEE Conference Publications,,
Network Intrusion Detection System (NIDS),"Raghunath, B.R.; Mahadeo, S.N.",,"Emerging Trends in Engineering and Technology, 2008. ICETET '08. First International Conference on",20080729,2008,,,1272,1277,"This paper introduces the network intrusion detection system (NIDS), which uses a suite of data mining techniques to automatically detect attacks against computer networks and systems. This paper focuses on two specific contributions: (i) an unsupervised anomaly detection technique that assigns a score to each network connection that reflects how anomalous the connection is, and (ii) an association pattern analysis based module that summarizes those network connections that are ranked highly anomalous by the anomaly detection module. Experimental results show that our anomaly detection techniques are successful in automatically detecting several intrusions that could not be identified using popular signature-based tools .Furthermore, given the very high volume of connections observed per unit time, association pattern based summarization of novel attacks is quite useful in enabling a security analyst to understand and characterize emerging threats.",,978-0-7695-3267-7,978-0-7695-3267-7,10.1109/ICETET.2008.252,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4580100,anomaly detection;association pattern analysis;network intrusion detection,Computer networks;Data engineering;Data mining;Detection algorithms;Educational institutions;Intrusion detection;Pattern analysis;Performance analysis;Telecommunication traffic;Testing,computer networks;digital signatures,NIDS;anomaly detection module;association pattern analysis;computer networks;network intrusion detection system;signature-based tools;unsupervised anomaly detection technique,,1,,6,,,16-18 July 2008,,IEEE,IEEE Conference Publications,,
Dynamic Hierarchical Distributed Intrusion Detection System Based on Multi-Agent System,Jun Wu; Chong-Jun Wang; Jun Wang; Shi-Fu Chen,"Nat. Key Lab. for Novel Software Technol., Nanjing Univ.","Web Intelligence and Intelligent Agent Technology Workshops, 2006. WI-IAT 2006 Workshops. 2006 IEEE/WIC/ACM International Conference on",20070108,2006,,,89,93,"At present, distributed intrusion detection systems are taking on more and more characteristic of distributing and intelligence. Multi-agent system (MAS), which shows its intelligence by the interaction of a group of intelligent agents, is a popular tool for building novel intrusion detection systems (IDSs). The BDI (belief-desire-intention) model is a well studied architecture of agency for intelligent agents situated in complex and dynamic environments. Traditional MAS-based distributed IDSs commonly do their detection work within a framework that employs the method of distributed data collection and hierarchical data analysis. This is a simple and strict method, but it restricts the characteristic of distributing, intelligence and real-time response badly. In this paper, we present a dynamically-created hierarchical framework, and then bring forward the basic algorithm system to support it. We introduce the opponent BDI model to our agents, and realize the detection based on multi-agent cooperation, which effectively improves the traditional distributed intrusion detection",,0-7695-2749-3,,10.1109/WI-IATW.2006.61,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4053210,,Data analysis;Failure analysis;Intelligent agent;Intelligent sensors;Intrusion detection;Local area networks;Multiagent systems;Partial response channels;Real time systems;Service oriented architecture,multi-agent systems;security of data,belief-desire-intention model;distributed data collection;distributed intrusion detection system;hierarchical data analysis;intelligent agents;multi-agent system,,6,,12,,,Dec. 2006,,IEEE,IEEE Conference Publications,,
Modbus/DNP3 State-Based Intrusion Detection System,"Fovino, I.N.; Carcano, A.; De Lacheze Murel, T.; Trombetta, A.; Masera, M.","Joint Res. Center, Inst. for the Protection & Security of the Citizen, Ispra, Italy","Advanced Information Networking and Applications (AINA), 2010 24th IEEE International Conference on",20100601,2010,,,729,736,"The security of Industrial Critical Infrastructures is become a prominent problem with the advent of modern ICT technologies used to improve the performances and the features of the SCADA systems. In this paper we present an innovative approach to the design of Intrusion Detection Systems. The aim is to be able to detect complex attacks to SCADA systems, by monitoring its state evolution. By complex attack, we mean attacks composed of a set of commands that, while licit when considered in isolation on a single-packet basis, can disrupt the correct behavior of the system when executed in particular operating states. The proposed IDS detects these complex attacks thanks to an internal representation of the controlled SCADA system. We also present the corresponding rule language powerful enough to express the system's critical states. Furthermore, we present a prototype of the proposed IDS, able to monitor systems using the ModBus and DNP3 communication protocols.",1550-445X,978-1-4244-6695-5,,10.1109/AINA.2010.86,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5474797,Critical Infrastructure;DNP3;Intrusion Detection;Modbus;SCADA;Security,Control systems;DICOM;Information security;Intrusion detection;Monitoring;Programmable control;Protection;Protocols;SCADA systems;Telecommunication traffic,SCADA systems;protocols;security of data,DNP3 communication protocols;ICT technology;IDS;ModBus;SCADA systems;complex attacks;controlled SCADA system;industrial critical infrastructures;intrusion detection system;rule language,,14,2,15,,,20-23 April 2010,,IEEE,IEEE Conference Publications,,
Intrusion detection system by improved preprocessing methods and Nave Bayes classifier using NSL-KDD 99 Dataset,"Deshmukh, D.H.; Ghorpade, T.; Padiya, P.","Dept. Of Comput. Eng., Ramrao Adik Inst. Of Technol., Navimumbai, India","Electronics and Communication Systems (ICECS), 2014 International Conference on",20140908,2014,,,1,7,"Today Network is one of the very important parts of life and a lot of essential activities are performed using network. Network security plays critical role in real life situations. This paper presents a Data Mining method in which various preprocessing methods are involved such as Normalization, Discretization and Feature selection. With the help of these methods the data is preprocessed and required features are selected. Here Naive Bayes classifier is used in supervised learning method which classifies various network events for the KDD cup'99 Dataset. This dataset is the most commonly used dataset for Intrusion Detection.",,978-1-4799-2321-2,,10.1109/ECS.2014.6892542,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6892542,Correlation Based Feature Selection;Cross validation;Discretization;Knowledge Discovery in Databases;Naive Bayes;Normalization,Data mining;Niobium;Probes;Training,computer network security;data mining;feature selection;learning (artificial intelligence);pattern classification,KDD cup'99 dataset;NSL-KDD 99 dataset;data mining method;discretization;feature selection;improved data preprocessing methods;intrusion detection system;naive Bayes classifier;network security;normalization;supervised learning method,,0,,17,,,13-14 Feb. 2014,,IEEE,IEEE Conference Publications,,
An intelligent lightweight Intrusion Detection System(IDS),"Hu Zheng Bing; Shirochin, V.P.; Su Jun","Nat. Tech. Univ. of Ukraine KPI"," Kiev",TENCON 2005 2005 IEEE Region 10,20070205,2005,,,1,7,"This paper presents an intelligent lightweight IDS, called host-based forensic intrusion detection system,which is developed with forensics,biometrics,data mining and watermark techniques.We use the forensics technique to profile the user behavior in order to automate the maintenance of user profile, data mining technique to find out the cooperative attack, and watermark technique to trace back the hackers or intruders. The goal of the system is to detect the intrusion real-time, effectively and efficiently.",,0-7803-9311-2,0-7803-9312-0,10.1109/TENCON.2005.301033,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4084959,Forensic;IDS;Network Security;Watermark,Data mining;Data security;Delay;Forensics;Intrusion detection;Monitoring;Operating systems;Protection;Real time systems;Watermarking,data mining;security of data;watermarking,biometrics techniques;data mining;forensics technique;host-based forensic intrusion detection system;intelligent lightweight intrusion detection system;watermark techniques,,0,,5,,,21-24 Nov. 2005,,IEEE,IEEE Conference Publications,
Intrusion detection system using Optimum-Path Forest,"Pereira, C.; Nakamura, R.; Papa, J.P.; Costa, K.",,"Local Computer Networks (LCN), 2011 IEEE 36th Conference on",20111229,2011,,,183,186,"Intrusion detection systems that make use of artificial intelligence techniques in order to improve effectiveness have been actively pursued in the last decade. Neural networks and Support Vector Machines have been also extensively applied to this task. However, their complexity to learn new attacks has become very expensive, making them inviable for a real time retraining. In this research, we introduce a new pattern classifier named Optimum-Path Forest (OPF) to this task, which has demonstrated to be similar to the state-of-the-art pattern recognition techniques, but extremely more efficient for training patterns. Experiments on public datasets showed that OPF classifier may be a suitable tool to detect intrusions on computer networks, as well as allow the algorithm to learn new attacks faster than the other techniques.",0742-1303,978-1-61284-926-3,,10.1109/LCN.2011.6115182,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6115182,,Accuracy;Computer networks;Intrusion detection;Pattern recognition;Prototypes;Training;Vegetation,artificial intelligence;computer network security;neural nets;pattern classification;support vector machines,OPF classifier;artificial intelligence;computer networks;intrusion detection system;neural networks;optimum-path forest;pattern classifier;pattern recognition;public datasets;real time retraining;support vector machines;training patterns,,1,,22,,,4-7 Oct. 2011,,IEEE,IEEE Conference Publications,,
Intrusion Detection System Resiliency to Byzantine Attacks: The Case Study of Wormholes in OLSR,"Baras, J.S.; Radosavac, S.; Theodorakopoulos, G.; Sterne, D.; Budulas, P.; Gopaul, R.","University of Maryland College Park, College Park, MD 20742","Military Communications Conference, 2007. MILCOM 2007. IEEE",20080222,2007,,,1,7,"In this paper we extend the work presented in [1], [2] by quantifying the effects of in-band wormhole attacks on Intrusion Detection Systems. More specifically, we propose a mathematical framework for obtaining performance bounds of Byzantine attackers and the Intrusion Detection System (IDS) in terms of detection delay. We formulate the problem of distributed collaborative defense against coordinated attacks in MANET as a dynamic game problem. In our formulation we have on the one hand a group of attackers that observe what is going on in the network and coordinate their attack in an adaptive manner. On the other side, we have a group of defending nodes (the IDS nodes) that collaboratively observe the network and coordinate their actions against the attackers. Using extensions of the game theoretic framework of [3] we provide a mathematical framework for efficient identification of the worst attacks and damages that the attackers can achieve, as well as the best response of the defenders. This approach leads to quantifying resiliency of the routing-attack IDS with respect to Byzantine attacks.",,978-1-4244-1513-7,978-1-4244-1513-7,10.1109/MILCOM.2007.4455008,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4455008,,Collaboration;Communication system traffic control;Delay;Educational institutions;Game theory;Inductors;Intrusion detection;Laboratories;Mobile ad hoc networks;Routing protocols,,,,6,,9,,,29-31 Oct. 2007,,IEEE,IEEE Conference Publications,,
