http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28%28%28%28.QT.False+positive.QT.%29+OR+.QT.misclassification.QT.%29+OR+.QT.False+alarm.QT.%29+OR+.QT.type+I+error.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:18,"(((((""False positive"") OR ""misclassification"") OR ""False alarm"") OR ""type I error"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
Notice of Violation of IEEE Publication Principles<BR>Detecting Terror-Related Activities on the Web with Using Data Mining Techniques,"Hosseinpour, M.J.; Omidvar, M.N.","Islamic Azad Univ. Estahban-Branch, Estahban, Iran","Computer and Electrical Engineering, 2009. ICCEE '09. Second International Conference on",20100115,2009,2,,152,157,"Notice of Violation of IEEE Publication Principles<BR><BR> ""Detecting Terror-Related Activities on the Web with Using Data Mining Techniques""<BR> by Mohammad Javad Hosseinpour and Mohammad Nabi Omidvar<BR> in the 2009 Second International Conference on Computer and Electrical Engineering (ICCEE 2009), 2009, pp. 152-157<BR><BR> After careful and considered review of the content and authorship of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR> This paper contains significant portions of original text from the paper cited below. The original text was copied with insufficient attribution (including appropriate references to the original author(s) and/or paper title) and without permission.<BR><BR> Due to the nature of this violation, reasonable effort should be made to remove all past references to this paper, and future references should be made to the following article:<BR><BR> ""Using Data Mining Techniques for Detecting Terror-Related Activities on the Web""<BR>by Y. Elovici, A. Kandel, M. Last, B. Shapira, O. Zaafrany<BR> in the Journal of Information Warfare, Vol. 3, Issue 1, 2004, pp. 17-29<BR><BR>An innovative knowledge-based methodology for terrorist detection by using Web traffic content as the audit information is presented. The proposed methodology learns the typical behavior (`profile') of terrorists by applying a data mining algorithm to the textual content of terror-related Web sites. The resulting profile is used by the system to perform real-time detection of users suspected of being engaged in terrorist activities. The receiver-operator characteristic (ROC) analysis shows that this methodology can outperform a command based intrusion detection system.",,978-1-4244-5365-8,,10.1109/ICCEE.2009.46,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5380205,anomaly detection;data mining;terrorist trend detection;user modeling,Computer networks;Data mining;Functional analysis;Information analysis;Internet;Intrusion detection;Java;Law enforcement;Real time systems;Terrorism,Internet;data mining;security of data;sensitivity analysis;terrorism;text analysis,Web traffic content;World Wide Web;data mining techniques;innovative knowledge-based methodology;intrusion detection system;receiver-operator characteristic analysis;terror-related Web sites;terror-related activity detection;terrorism,,0,,8,,,28-30 Dec. 2009,,IEEE,IEEE Conference Publications,,,
Intrusion detection based on SVM and decision fusion,Rui-xia Zhang; Zhen-rong Deng; Wen-hui Zhang; Guo-Jian Zhi,"Sch. of Comput. & Control, GuiLin Univ. of Electron. Technol., Guilin, China","Intelligent Computing and Integrated Systems (ICISS), 2010 International Conference on",20101203,2010,,,87,90,"Feature selection and classifier are two important issues in intrusion detection to achieve high performance. This paper proposes intrusion detection scheme based on feature selection with different feature selection methods. Then the extracted features are employed by Support Vector Machine (SVM) for classification. But in fact, single classifier doesn't attain satisfying performance. To address the problem, independent classification outcomes are aggregated through different decision fusion strategy. To examine the feasibility of the scheme, several experiments have been done on dataset in KDD-99. Results indicate the high detection accuracy for intrusion attacks and low false alarm rate of the reliable system.",,978-1-4244-6834-8,,10.1109/ICISS.2010.5656732,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5656732,D-S evidence theory;SVM;decision fusion;feature selection;intrusion detection,Computers;Distributed databases;Machine learning;Support vector machines;Wavelet analysis,pattern classification;security of data;support vector machines,SVM;decision fusion strategy;feature classifier;feature selection;intrusion attacks;intrusion detection;reliable system;support vector machine,,0,,15,,,22-24 Oct. 2010,,IEEE,IEEE Conference Publications,,,
Adaptive Worm Detection Model Based on Multi Classifiers,"Barhoom, T.S.; Qeshta, H.A.","Fac. of Inf. Technol., Islamic Univ. of Gaza, Gaza, Palestinian Authority","Information and Communication Technology (PICICT), 2013 Palestinian International Conference on",20130624,2013,,,57,65,"Security has become ubiquitous in every area of malware newly emerging today pose a growing threat from ever perilous systems. As a result to that, Worms are in the upper part of the malware threats attacking the computer system despite the evolution of the worm detection techniques. Early detection of unknown worms is still a problem. In this paper, we proposed a ""WDMAC"" model for worm's detection using data mining techniques by combination of classifiers (Naïve Bayes, Decision Tree, and Artificial Neural Network) in multi classifiers to be adaptive for detecting known/ unknown worms depending on behavior-anomaly detection approach, to achieve higher accuracies and detection rate, and lower classification error rate. Our results show that the proposed model has achieved higher accuracies and detection rates of classification, where detection known worms are at least 98.30%, with classification error rate 1.70%, while the unknown worm detection rate is about 97.99%, with classification error rate 2.01%.",,978-1-4799-0137-1,,10.1109/PICICT.2013.20,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6545938,Artificial Neural Network;Behavior-Anomaly Detection;Data Mining;Decision Tree;Multi Classification;Naïve Bayes;Worms,Accuracy;Adaptation models;Artificial neural networks;Grippers;Ports (Computers);Protocols;Training,data mining;invasive software;pattern classification,WDMAC model;adaptive worm detection model;behavior-anomaly detection approach;classification error rate;computer system;data mining techniques;malware threats;multiclassifiers;perilous systems;unknown worm detection rate,,1,,14,,,15-16 April 2013,,IEEE,IEEE Conference Publications,,,
"2012 International Conference on Devices, Circuits and Systems (ICDCS)",,,"Devices, Circuits and Systems (ICDCS), 2012 International Conference on",20120423,2012,,,1,748,Provides the entire conference content.,,978-1-4577-1545-7,,10.1109/ICDCSyst.2012.6188784,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6188784,,CMOS integrated circuits;CMOS technology;Field programmable gate arrays;MESFETs;MOSFETs;Optical imaging;Random access memory,,,,0,,,,,15-16 March 2012,,IEEE,IEEE Conference Publications,,,
Keystroke Biometrics with number-pad input using hybridization of adaboost with random forest,"Eswari, N.; Sundarapandiyan, S.; Vennila, P.; Umamaheswari, R.; Jothilakshmi, G.","Dept. of CSE, Periyar Maniammai Univ., Thanjavur, India","Advances in Engineering, Science and Management (ICAESM), 2012 International Conference on",20120614,2012,,,105,109,"Keystroke Biometrics is a new authentication technique to identify legitimate users via their typing behavior, which are in turn derived from the timestamps of key-press and keyrelease events in the keyboard while typing their password. Many researchers have explored this domain, with mixed results, but few have examined the relatively impoverished results for digits only password, so that the input password is from the number-pad portion of the keyboard. In this paper, machine learning technique is adapted for keystroke authentication. The selected classification method is adaboost and random forest. Also, combination of adaboost and Random forest will improve the accuracy of the system. The performance metrics are FAR (False Acceptance Rate) and FRR (False Rejection Rate).",,978-1-4673-0213-5,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6215581,Adaboost;Keystroke Dynamics;Random Forest,Detectors;Measurement,authorisation;biometrics (access control);learning (artificial intelligence);pattern classification,Adaboost;FAR performance metric;FRR performance metric;authentication technique;classification method;digits only password;false acceptance rate;false rejection rate;input password;key-press timestamp;keyrelease timestamp;keystroke authentication;keystroke biometrics;machine learning technique;number-pad input;random forest,,1,,19,,,30-31 March 2012,,IEEE,IEEE Conference Publications,,,
IDS alerts classification using knowledge-based evaluation,"Gupta, D.; Joshi, P.S.; Bhattacharjee, A.K.; Mundada, R.S.","Homi Bhabha Nat. Inst., Mumbai, India","Communication Systems and Networks (COMSNETS), 2012 Fourth International Conference on",20120213,2012,,,1,8,"Most organizations deploy Signature based Intrusion Detection Systems (IDS) to monitor network activities for signs of security violations and these systems generate alerts whenever a known intrusion signature is detected in the network traffic. However, IDSs are known for generating many alerts, most of them being false. This makes the job of security analyst tougher as he/she has to sift through security events to filter out relevant alerts. In this process, the high priority alerts are not addressed quickly and there is a great risk of a legitimate attack going unnoticed. Many researchers have suggested various means of classifying the IDS alerts. A potentially useful candidate is to use network contextual information to segregate relevant and non-relevant alerts. In this paper we describe PIKE, Post-processor for IDS alerts using Knowledge-based Evaluation, a system that uses background information about the hosts present on the network and the vulnerability exploited to generate a score for each alert. The score is measure of the importance of the alert. A simple binary classifier then classifies the alert as relevant or irrelevant based on value of score threshold. PIKE makes the life of security analyst simpler by presenting the classified alerts which allows him/her to focus solely on the important alerts. We evaluate PIKE for a custom dataset and demonstrate the effectiveness of using contextual sensitivity as a basis of classification.",,978-1-4673-0296-8,978-1-4673-0297-5,10.1109/COMSNETS.2012.6151339,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6151339,Alert classification;Context sensitivity;False positives;Network security;Signature based intrusion detection,Accuracy;Context;Databases;Knowledge based systems;Monitoring;Organizations;Security,computer network security;digital signatures;knowledge based systems;pattern classification;telecommunication traffic,IDS alert classification;PIKE;Signature based Intrusion Detection Systems;binary classifier;contextual sensitivity;knowledge based evaluation;knowledge-based evaluation;legitimate attack;network activities;network contextual information;network traffic;score threshold value;security violations,,0,,23,,,3-7 Jan. 2012,,IEEE,IEEE Conference Publications,,,
An efficient algorithm for detection of selfish packet dropping nodes in Wireless Mesh Networks,"Sen, J.","Innovation Lab., Tata Consultancy Services Ltd., Kolkata, India","Computer Information Systems and Industrial Management Applications (CISIM), 2010 International Conference on",20101122,2010,,,283,288,"In a Wireless Mesh Network (WMN), high speed routers equipped with advanced antennas, communicate with each other in a multi-hop fashion over wireless channels and form a broadband backhaul. WMNs provide reliable connectivity and fault-tolerance, as each node is connected to several other nodes. If a node fails due to hardware problems, its neighbors can find another route. Extra capacity can be achieved by introducing additional nodes in the network. However, the throughput of a WMN may be severely degraded due to presence of some selfish routers that avoid forwarding packets for other nodes even as they send their own traffic through the network. This paper presents an algorithm for detection of selfish nodes in a WMN that uses statistical theory of inference for reliable clustering of the nodes. Simulation results show that the algorithm has a high detection rate and a low rate of false positives.",,978-1-4244-7817-0,,10.1109/CISIM.2010.5643647,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5643647,AODV protocol;analysis of variance;clustering;node misbehavior;selfish node;wireless mesh network,Automata;Clustering algorithms;Monitoring;Robustness;Routing;Routing protocols,antennas;fault tolerance;statistical analysis;telecommunication traffic;wireless channels;wireless mesh networks,WMN;antennas;broadband backhaul;fault-tolerance;network traffic;node clustering;packet dropping nodes;selfish routers;statistical theory;wireless channels;wireless mesh networks,,0,,17,,,8-10 Oct. 2010,,IEEE,IEEE Conference Publications,,,
Intrusion detection analysis by integrating roulette wheel and pseudo-random into back propagation networks,Ruey-Maw Chen; Chun-Han Feng,"Dept. of Comput. Sci. & Inf. Eng., Nat. Chinyi Univ. of Technol., Taichung, Taiwan","Machine Learning and Cybernetics (ICMLC), 2011 International Conference on",20110912,2011,2,,751,756,"Intrusion detection is a critical component of network security; detection schemes fundamentally use the observed characteristics of network packets as a basis for such determinations. In this study, a cluster center distance method is applied to classify packet type. The cluster center is determined using characteristics of a portion of selected packet data samples prior to detecting. Meanwhile, a well-known back-propagation neural network combined with the roulette wheel selection method and pseudo-random rule are combined with back propagation network (BPN) to determine the intrusion packet type. KDDCUP99 data sets were used as the evaluation packet samples of this experiment. Simulation results demonstrate that roulette wheel selection combined with BPN scheme provides higher detection rate for DoS and R2Lattack packets; BPN with pseudo-random rule can yield higher detection rate for U2R attack packets.",2160-133X,978-1-4577-0305-8,,10.1109/ICMLC.2011.6016820,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6016820,Back propagation networks;Intrusion detection;Pseudo-random rule;Roulette wheel selection,Intrusion detection;Machine learning;Neurons;Probes;Training;Wheels,backpropagation;security of data,BPN scheme;U2R attack packet;back propagation neural network;classify packet type;cluster center distance method;higher detection rate;intrusion detection analysis;intrusion packet type;network packets;network security;pseudo-random rule;roulette wheel selection method;selected packet data samples,,0,,13,,,10-13 July 2011,,IEEE,IEEE Conference Publications,,,
Behavior-based intrusion detection in encrypted environments,"Koch, R.; Golling, M.; Rodosek, G.D.","Univ. der Bundeswehr Munchen, Neubiberg, Germany","Communications Magazine, IEEE",20140715,2014,52,7,124,131,"In recent years the Internet has evolved into a critical communication infrastructure that is omnipresent in almost all aspects of our daily life. This dependence of modern societies on the Internet has also resulted in more criminals using the Internet for their purposes, causing a steady increase of attacks, both in terms of quantity as well as quality. Although research on the detection of attacks has been performed for several decades, today's systems are not able to cope with modern attack vectors. One of the reasons is the increasing use of encrypted communication that strongly limits the detection of malicious activities. While encryption provides a number of significant advantages for the end user like, for example, an increased level of privacy, many classical approaches of intrusion detection fail. Since it is typically not possible to decrypt the traffic, performing analysis w.r.t. the presence of certain patterns is almost impossible. To overcome this shortcoming we present a new behavior-based detection architecture that uses similarity measurements to detect intrusions as well as insider activities like data exfiltration in encrypted environments.",0163-6804,,,10.1109/MCOM.2014.6852093,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6852093,,Encryption;Internet;Intrusion detection;Knowledge based systems;Payloads;Telecommunication network management,Internet;computer network security;cryptography,Internet;behavior-based intrusion detection;data exfiltration;encrypted communication;encrypted environments;malicious activity detection,,0,,,,,Jul-14,,IEEE,IEEE Journals & Magazines,,,
Towards an Information-Theoretic Approach for Measuring Intelligent False Alarm Reduction in Intrusion Detection,Yuxin Meng; Lam-for Kwok,"Dept. of Comput. Sci., City Univ. of Hong Kong, Hong Kong, China","Trust, Security and Privacy in Computing and Communications (TrustCom), 2013 12th IEEE International Conference on",20131212,2013,,,241,248,"False alarms are a big challenge for intrusion detection systems (IDSs). A lot of approaches, especially machine learning based schemes, have been proposed to mitigate this issue by filtering out these false alarms. But a fundamental problem is how to objectively evaluate an algorithm in terms of its ability to correctly identify false alarms and true alarms. To improve the utilization of various machine learning algorithms, intelligent false alarm reduction has been proposed that aims to select and apply an appropriate algorithm in an adaptive way. Traditional metrics (e.g., true positive rate, false positive rate) are mainly used in the algorithm selection and evaluation, however, no single metric seems sufficient and objective enough to measure the capability of an algorithm in reducing false alarms. The lack of an objective and single metric makes it difficult to further fine-tune and evaluate the performance of algorithms in reducing IDS false alarms. In this paper, we begin by describing the relationship between the process of intrusion detection and the process of false alarm detection (reduction). Then we provide an information-theoretic analysis of intelligent false alarm reduction and propose an objective and single metric to evaluate different algorithms in identifying IDS false alarms. We further evaluate our metric under three scenarios by comparing it with several existing metrics.",,,,10.1109/TrustCom.2013.33,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6680847,Algorithm Measurement;False Alarm Reduction;Information-Theoretic Metric;Intrusion Detection,Abstracts;Equations;Feature extraction;Intrusion detection;Machine learning algorithms;Mathematical model;Measurement,information theory;learning (artificial intelligence);security of data,IDS false alarm reduction;IDSs;false alarm detection;false alarm filtering;information-theoretic approach;intelligent false alarm reduction measurement;intrusion detection systems;machine learning based schemes;performance evaluation,,1,,24,,,16-18 July 2013,,IEEE,IEEE Conference Publications,,,
Measuring intelligent false alarm reduction using an ROC curve-based approach in network intrusion detection,Yuxin Meng,"Dept. of Comput. Sci., City Univ. of Hong Kong, Hong Kong, China","Computational Intelligence for Measurement Systems and Applications (CIMSA), 2012 IEEE International Conference on",20120816,2012,,,108,113,"Currently, network intrusion detection systems (NIDSs) are being widely deployed in various network environment with the purpose of defending against network attacks. However, these systems can generate a large number of alarms especially false alarms during their detection procedure, which is a big problem that decreases the effectiveness and efficiency of their detection. To mitigate this issue, we have developed an intelligent false alarm filter to filter out false alarms by periodically selecting the most appropriate machine learning algorithm which conducts the best performance from an algorithm pool. To evaluate the best single-algorithm performance among several machine learning schemes, we utilized two measures (e.g., classification accuracy, precision of false alarm) to determine the best algorithm. In this paper, we mainly conduct a study of applying an ROC curve-based approach with cost analysis in our intelligent filter to further improve the decision quality. The experimental results show that by combining our defined ROC curve-based measure, namely relative expected cost, our developed filter can achieve a better outcome in the aspect of cost consideration.",2159-1547,978-1-4577-1778-9,,10.1109/CIMSA.2012.6269608,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6269608,Computational Intelligence;False Alarm Reduction;Intelligent Decision Support and Control Systems;Intrusion detection;Performance Measurement,Algorithm design and analysis;Equations;Intrusion detection;Machine learning;Machine learning algorithms;Mathematical model;Support vector machines,alarm systems;computer network security;information filtering;learning (artificial intelligence);performance evaluation,NIDS;ROC curve-based measure;cost analysis;decision quality;intelligent false alarm filter;intelligent false alarm reduction;machine learning algorithm;network attacks;network environment;network intrusion detection system;single-algorithm performance evaluation,,1,,24,,,2-4 July 2012,,IEEE,IEEE Conference Publications,,,
Ontology-based distributed intrusion detection system,"Abdoli, F.; Kahani, M.","Ferdowsi Univ. of Mashhad, Mashhad, Iran","Computer Conference, 2009. CSICC 2009. 14th International CSI",20091208,2009,,,65,70,"In this paper we discussed about utilizing methods and techniques of semantic web in the Intrusion Detection Systems. To extract semantic relations between computer attacks and intrusions in a Distributed Intrusion Detection System, we use ontology. Protege software is our selected software for building ontology. In addition, we utilized Jena framework to make interaction between MasterAgent and attacks ontology. Our Distributed Intrusion Detection System is a network which contains some IDSagents and a special MasterAgent. MasterAgent contains our proposed attacks ontology. Every time a IDSagent detects an attack or new suspected condition, it sends detection's report for MasterAgent. Therefore, it can extract the semantic relationship among computer attacks and suspected situations in the network with proposed ontology. Finally, the experience shows that the pruposed system reduced the rate of false positive and false negative.",,978-1-4244-4261-4,978-1-4244-4262-1,10.1109/CSICC.2009.5349372,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5349372,Denial of Service attack;Intrusion Detection System;Ontology,Computer crime;Computer networks;Computer security;Data models;Distributed computing;Information security;Intrusion detection;Logic;Ontologies;Semantic Web,distributed processing;ontologies (artificial intelligence);security of data;semantic Web,MasterAgent;attacks ontology;computer attacks;ontology-based distributed intrusion detection system;semantic Web,,0,,27,,,20-21 Oct. 2009,,IEEE,IEEE Conference Publications,,,
Hybrid of rough set theory and Artificial Immune Recognition System as a solution to decrease false alarm rate in intrusion detection system,"Sabri, F.N.M.; Norwawi, N.M.; Seman, K.","Fac. of Sci. & Technol, Univ. Sains, Nilai, Malaysia","Information Assurance and Security (IAS), 2011 7th International Conference on",20120105,2011,,,134,138,"Denial of Service (DoS) attacks is one of the security threats for computer systems and applications. It usually make use of software bugs to crash or freeze a service or network resource or bandwidth limits by making use of a flood attack to saturate all bandwidth. Predicting a potential DOS attacks would be very helpful for an IT departments or managements to optimize the security of intrusion detection system (IDS). Nowadays, false alarm rates and accuracy become the main subject to be addressed in measuring the effectiveness of IDS. Thus, the purpose of this work is to search the classifier that is capable to reduce the false alarm rates and increase the accuracy of the detection system. This study applied Artificial Immune System (AIS) in IDS. However, this study has been improved by using integration of rough set theory (RST) with Artificial Immune Recognition System 1 (AIRS1) algorithm, (Rough-AIRS1) to categorize the DoS samples. RST is expected to be able to reduce the redundant features from huge amount of data that is capable to increase the performance of the classification. Furthermore, AIS is an incremental learning approach that will minimize duplications of cases in a knowledge based. It will be efficient in terms of memory storage and searching for similarities in Intrusion Detection (IDS) attacks patterns. This study use NSL-KDD 20% train dataset to test the classifiers. Then, the performances are compared with single AIRS1 and J48 algorithm. Results from these experiments show that Rough-AIRS1 has lower number of false alarm rate compared to single AIRS but a little bit higher than J48. However, accuracy for this hybrid technique is slightly lower compared to others.",,978-1-4577-2154-0,,10.1109/ISIAS.2011.6122808,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122808,Intrusion detection system;accuracy;artificial immune recognition system;false alarm rate;rough set theory,Accuracy;Data mining;Immune system;Intrusion detection;Testing;Training,artificial immune systems;computer crime;learning (artificial intelligence);pattern classification;program debugging;rough set theory,AIRS1 algorithm;AIS;DOS attack;IT department;J48 algorithm;NSL-KDD;Rough-AIRS 1;artificial immune recognition system;artificial immune system;denial of service attack;false alarm rate;flood attack;incremental learning approach;intrusion detection system;memory storage;redundant feature;rough set theory;security threat;software bug,,0,,15,,,5-8 Dec. 2011,,IEEE,IEEE Conference Publications,,,
Performance evaluation of different intrusion detection system: An empirical approach,"Beigh, B.M.; Peer, M.A.","Dept. of Comput. Sci., Univ. of Kashmir, Srinagar, India","Computer Communication and Informatics (ICCCI), 2014 International Conference on",20141016,2014,,,1,7,"Easy connectivity to a large number of networks is the main reason towards the development of security measures in the field of networking. People as well as organizations are very keen to share their resources online. But sharing the valuable information over the network may not be safe as it may be hacked by their rivals, to either destroy them or to make their own benefits from this data. The technique / system which protect our data from theft or intrusions, we call that as Intrusion Detection System. Though there are many intrusion detection systems available in the market, however users are not well familiar with the performance of different intrusion detection system or are confused with the results provided by companies. In this paper, we will make an attempt to provide a better view of performance of different intrusion detection techniques implemented under same conditions (DARPA 1999 Dataset) and with same parameters for implementation (i.e Data set will be used DARPA 1999 for experimentation). Lastly will provide some results which will be fruitful for user in accordance to the performance.",,978-1-4799-2353-3,,10.1109/ICCCI.2014.6921740,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6921740,Dataset;IDS;intrusion detection;performance;policy;security,Computers;Engines;Informatics;Intrusion detection;Libraries;Probes,security of data,DARPA 1999 dataset;empirical approach;information sharing;intrusion detection system;networking field;security measures,,0,,19,,,3-5 Jan. 2014,,IEEE,IEEE Conference Publications,,,
