"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=6996640,7140344,5438108,5963289,7196515,5983282,6985604,5453687,5209819,5456628,6973823,5231868,5072103,5369477,5473507,5474764,7011006,5452061,7312172,5403427,5136261,6766353,6164365,6137122,5307046,4918857,7113224,6423689,5274916,6320109,6405624,7033812,5374752,6567003,5628755,6406079,5542665,6449834,7180512,6405746,6495288,7118081,6089060,5978790,5485558,5556740,7155011,6418760,6251362,6151272,5401474,6466104,6415599,5170599,5280069,5554839,5543917,5623380,5683321,6754931,6149943,7013133,6122808,5741696,7280815,6220971,5541152,5169030,7141237,5358813,4771925,6681625,5362097,5483812,5226620,6006209,6057762,6968979,6736756,5972093,6900887,5473884,5376342,6821480,7210322,5136640,6816584,6997530,5689069,6164870,6121331,5640375,6644096,5460823,6208721,5620179,6848074,6122784,6568370,6201871",2015/11/03 10:05:15
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"WinWizard: Expanding Xen with a LibVMI Intrusion Detection Tool","Lamps, J.; Palmer, I.; Sprabery, R.","Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA","Cloud Computing (CLOUD), 2014 IEEE 7th International Conference on","20141204","2014","","","849","856","Virtual machine introspection (VMI) has grown into a number of novel security measures in recent years. Virtualized environments provide isolation, which gives way to better security. This paper presents an extension, WinWizard, of LibVMI that creates a VMI-based intrusion detection system (IDS) with emphasis on memory introspection. WinWizard is able to detect rootkits that attempts to hide processes from the administrator. Rootkits are able to subvert traditional virus scanning services because they are able to run at the kernel level. Rootkit detection becomes difficult because if the operating system has been subverted, especially at the kernel level, then it is difficult to find unauthorized changes to itself or its components. Most anti-viruses and other rootkit detectors that work on infected systems are usually only effective against rookits that have a defect in their hiding techniques. Rootkit detection through VMI is one way to effectively detect rookits. VMI detection tools will also be useful in industry. Industry is beginning to advance in its usage of cloud based workspaces. Examples of companies include Amazons Workspaces and Citrix XenDesktop. They offer remote desktops for small and medium sized businesses. These workspaces offer a fully managed cloud-based desktop experience where users can access their work resources from a variety of devices. Many universities and small businesses use services like these to reduce the number of IT staff and ease administration of a large number of desktops. As this field becomes more accessible, rootkits are going to drastically affect the performance and security of not only one users desktop, but on entire cloud infrastructures. The main way to detect a rootkit inside of these workspaces would be through virtual machine introspection. WinWinzard has demonstrated to be successful in detecting these types of rootkits, while causing little additional overhead to other virtual machines being hosted on the same hy- ervisor.","","978-1-4799-5062-1","","10.1109/CLOUD.2014.117","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6973823","Intrusion Detection Systems;Virtualized-based security;Xen","Instruction sets;Kernel;Security;Virtual machine monitors;Virtual machining;Virtualization","cloud computing;security of data;virtual machines","IDS;LibVMI intrusion detection tool;WinWizard;Xen;cloud infrastructures;intrusion detection system;memory introspection;virtual machine introspection","","0","","26","","","June 27 2014-July 2 2014","","IEEE","IEEE Conference Publications"
"A Survey for Designing Attack Resilient and Adaptive Medium Access Control Protocol for Wireless Networks","Shukla, P.K.; Silakari, S.; Bhadouria, S.S.; Sharma, S.","Dept. of CSE, UIT, Bhopal, India","Computational Intelligence, Communication Systems and Networks, 2009. CICSYN '09. First International Conference on","20090904","2009","","","178","183","Collision leads to the development of retransmission algorithms for random access protocols. However their performance degrades in the case of malicious attacks. The need of a MAC protocol with the ability to identify threats and capability to discard these useless packet is required otherwise performance of shared medium may be degraded. We Focus Our Efforts on further improving the channel allocation scheme and include increase in data traffic due to various attacks, we have to adopt a Pattern matching approach to learn and mitigate the Attacks. An Efficient and Adaptive Medium Access Control Scheme using Pattern matching from the Attacks can be design to improve the performance of Media Access Control protocols.","","978-0-7695-3743-6","","10.1109/CICSYN.2009.88","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5231868","Attack;BEB;Collision;MAC;S-MAC;Wireless Sensor Network;Z-MAC","Access protocols;Adaptive control;Channel allocation;Degradation;Media Access Protocol;Pattern matching;Processor scheduling;Programmable control;Wireless application protocol;Wireless networks","access protocols;channel allocation;pattern matching;telecommunication traffic;wireless sensor networks","MAC protocol;adaptive medium access control protocol;attack resilient protocol;channel allocation scheme;data traffic;media access control protocols;pattern matching;random access protocols;retransmission algorithms;wireless networks","","0","1","34","","","23-25 July 2009","","IEEE","IEEE Conference Publications"
"A Scalable Bloom Filter Based Prefilter and Hardware-Oriented Predispatcher","Xiaofei Wang; Wei Lin; Yi Tang; Lall, A.; Bin Liu; Xiaojun Wang","Sch. of Electron. Eng., Dublin City Univ., Dublin","INFOCOM Workshops 2009, IEEE","20090612","2009","","","1","2","Presented in this paper a scalable bloom filter based prefilter and a hardware-oriented predispatcher pattern matching mechanism for content filtering applications, which are scalable in terms of speed, the number of patterns and the pattern length. Prefilter algorithm is based on a memory efficient multi-hashing data structure called bloom filter. According to the statistics of simulations, the filter ratio can reach up to 60% if the whole engine has been trained well. It has been showed that this engine could enhance the capabilities of general-purpose IDS solutions.","","978-1-4244-3968-3","","10.1109/INFCOMW.2009.5072103","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5072103","","Engines;Filters;Hardware;Inspection;Intrusion detection;Linux;Pattern matching;Payloads;Protocols;Telecommunication traffic","data structures;information filtering;security of data","IDS solutions;content filtering applications;hardware-oriented predispatcher;intrusion detection system;pattern length;pattern matching mechanism;scalable bloom filter based prefilter","","0","","4","","","19-25 April 2009","","IEEE","IEEE Conference Publications"
"An Incremental SVM for Intrusion Detection Based on Key Feature Selection","Yong-Xiang Xia; Zhi-Cai Shi; Zhi-Hua Hu","Electron. & Electr. Eng. Inst., Shanghai Univ. of Eng. Sci., Shanghai, China","Intelligent Information Technology Application, 2009. IITA 2009. Third International Symposium on","20091231","2009","3","","205","208","Proposed a method of detecting intrusion using incremental SVM based on key feature selection. A center SVM summarizes the distributed samples and incorporates them to build the incremental SVM for locals. By eliminating the redulldant features of sample dataset the space dimension of the sample data is reduced. Using this method it can overcome the shortages of SVM-time-consuming of training and massive dataset storage. The simulation experiments with KDD Cup 1999 data demonstrate that our proposed method achieves the increasing performance for intrusion detection.","","978-0-7695-3859-4","","10.1109/IITA.2009.358","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5369477","Classification;Incremental SVM;Intrusion detection;Network security;SVM","Artificial neural networks;Biological system modeling;Data mining;Data security;Distributed computing;Information security;Intrusion detection;Markov processes;Support vector machine classification;Support vector machines","security of data;support vector machines","KDD Cup 1999 data;incremental support vector machine;intrusion detection;key feature selection","","0","","15","","","21-22 Nov. 2009","","IEEE","IEEE Conference Publications"
"Application of Cloud Model in Intrusion Detection","Deguang Wang; Zhigang Zhou","Software Technol., Dalian Jiaotong Univ., Dalian, China","e-Business and Information System Security (EBISS), 2010 2nd International Conference on","20100527","2010","","","1","4","Intrusion detection is defined as a computer network system to collect information on a number of key points, and analyze this information from the security audit, monitoring, attack recognition and response, etc. to see whether there are violations of network security policy behavior and signs of attack. The classification of the data is the key to intrusion detection. It is faced how to extract the suspect data from the magnanimous data. This article applies cloud model in intrusion detection, and we can obtain the invasion data sets effectively.","","978-1-4244-5893-6","978-1-4244-5895-0","10.1109/EBISS.2010.5473507","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5473507","","Application software;Clouds;Computer networks;Computer security;Computerized monitoring;Data security;Face detection;Information analysis;Information security;Intrusion detection","Internet;computer network security;pattern classification","attack recognition;attack response;cloud model;computer network system;data classification;intrusion detection;network security policy behavior;security audit","","0","","5","","","22-23 May 2010","","IEEE","IEEE Conference Publications"
"AACK: Adaptive Acknowledgment Intrusion Detection for MANET with Node Detection Enhancement","Al-Roubaiey, A.; Sheltami, T.; Mahmoud, A.; Shakshuki, E.; Mouftah, H.","","Advanced Information Networking and Applications (AINA), 2010 24th IEEE International Conference on","20100601","2010","","","634","640","A Mobile Ad-hoc NETwork (MANET) is an infrastructureless network consisting of self-configuring mobile nodes connected by wireless links. Nodes rely on each other to store and forward packets. Most of the proposed MANET protocols assume cooperative and friendly network context, and do not address security issues. Furthermore, MANETs are highly vulnerable for passive and active attacks because of their open medium, rapidly changing topology, lack of centralized monitoring. Encryption and authentication solutions, which are considered as the first line of defense, are not sufficient to protect MANETs from packet dropping attacks. Most of the current Intrusion Detection Systems (IDSs) for MANETS rely on the Watchdog technique. In this research we study the behavior of this technique and propose a novel mechanism, named: Adaptive ACKnowledgment (AACK), for solving two significant problems: the limited transmission power and receiver collision. This mechanism is an enhancement to the TWOACK scheme where its detection overhead is reduced while the detection efficiency is increased. NS2 is used to simulate and evaluate the proposed scheme and compare it against the TWOACK and Watchdog methods. The obtained results show that the new AACK scheme outperforms both of the TWOACK and Watchdog methods in terms of network packet delivery ratio and routing overhead.","1550-445X","978-1-4244-6695-5","","10.1109/AINA.2010.136","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474764","AACK;DSR;IDS;MANET;Misbehaving;TWOACK;Watchdog;packet dropping","Ad hoc networks;Authentication;Communication system security;Cryptography;Intrusion detection;Mobile ad hoc networks;Monitoring;Network topology;Power system protection;Protocols","ad hoc networks;cryptography;mobile radio;telecommunication network routing","MANET;adaptive acknowledgment intrusion detection;authentication solutions;encryption;forward packets;mobile ad-hoc network;network packet delivery ratio;node detection enhancement;routing overhead;wireless links","","4","","20","","","20-23 April 2010","","IEEE","IEEE Conference Publications"
"Game-Theoretic Methods for Robustness, Security, and Resilience of Cyberphysical Control Systems: Games-in-Games Principle for Optimal Cross-Layer Resilient Control Systems","Quanyan Zhu; Basar, T.","Dept. of Electr. & Comput. Eng., New York Univ., New York, NY, USA","Control Systems, IEEE","20150116","2015","35","1","46","65","Critical infrastructures, such as power grids and transportation systems, are increasingly using open networks for operation. The use of open networks poses many challenges for control systems. The classical design of control systems takes into account modeling uncertainties as well as physical disturbances, providing a multitude of control design methods such as robust control, adaptive control, and stochastic control. With the growing level of integration of control systems with new information technologies, modern control systems face uncertainties not only from the physical world but also from the cybercomponents of the system. The vulnerabilities of the software deployed in the new control system infrastructure will expose the control system to many potential risks and threats from attackers. Exploitation of these vulnerabilities can lead to severe damage as has been reported in various news outlets [1], [2]. More recently, it has been reported in [3] and [4] that a computer worm, Stuxnet, was spread to target Siemens supervisory control and data acquisition (SCADA) systems that are configured to control and monitor specific industrial processes.","1066-033X","","","10.1109/MCS.2014.2364710","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7011006","","Computer security;Control theory;Game theory;Physical layer;Resilience;Robustness","adaptive control;control system synthesis;critical infrastructures;game theory;optimal control;robust control","adaptive control;control design method;critical infrastructures;cyberphysical control system;game-theoretic method;games-in-games principle;optimal cross-layer resilient control systems;robust control;stochastic control","","0","","","","","Feb. 2015","","IEEE","IEEE Journals & Magazines"
"Understanding transactional memory performance","Porter, D.E.; Witchel, E.","Univ. of Texas at Austin, Austin, TX, USA","Performance Analysis of Systems & Software (ISPASS), 2010 IEEE International Symposium on","20100419","2010","","","97","108","Transactional memory promises to generalize transactional programming to mainstream languages and data structures. The purported benefit of transactions is that they are easier to program correctly than fine-grained locking and perform just as well. This performance claim is not always borne out because an application may violate a common-case assumption of the TM designer or because of external system effects. This paper carefully studies a range of factors that can adversely influence transactional memory performance. In order to help programmers assess the suitability of their code for transactional memory, this paper introduces a formal model of transactional memory as well as a tool, called Syncchar. Syncchar can predict the speedup of a conversion from locks to transactions within 25 % for the STAMP benchmarks. We also use the Syncchar tool to diagnose and eliminate a starvation pathology in the TxLinux kernel, improving the performance of the Modified Andrew Benchmark by 55% over Linux. The paper also presents the first detailed study of how the performance of user-level transactional programs (from the STAMP benchmarks) are influenced by factors outside of the transactional memory system. The study includes data about the interaction of transactional programs with the architecture, memory allocator, and compiler. Because many factors influence the performance of transactional programs, getting good performance from transactions is more difficult than commonly appreciated.","","978-1-4244-6023-6","978-1-4244-6024-3","10.1109/ISPASS.2010.5452061","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5452061","","Data structures;Kernel;Linux;Memory architecture;Pathology;Performance analysis;Predictive models;Program processors;Programming profession;Yarn","Linux;data structures;operating system kernels;transaction processing","Syncchar;TxLinux kernel;compiler;data structures;memory allocator;modified Andrew benchmark;transactional memory system;transactional programming;user-level transactional programs","","2","1","40","","","28-30 March 2010","","IEEE","IEEE Conference Publications"
"DNS-IDS: Securing DNS in the Cloud Era","Satam, Pratik; Alipour, Hamid; Al-Nashif, Youssif; Hariri, Salim","","Cloud and Autonomic Computing (ICCAC), 2015 International Conference on","20151029","2015","","","296","301","Recently, there has been a rapid growth in cloud computing due to their ability to offer computing and storage on demand, its elasticity, and significant reduction in operational costs. However, cloud security is a grand obstacle for full deployment and utilization of cloud services. In this paper, we address the security of the DNS protocol that is widely used to translate the cloud domain names to correct IP addresses. The DNS protocol is prone to attacks like cache poisoning attacks and DNS hijacking attacks that can lead to compromising user's cloud accounts and stored information. We present an anomaly based Intrusion Detection System (IDS) for the DNS protocol (DNS-IDS) that models the normal operations of the DNS protocol and accurately detects any abnormal behavior or exploitation of the protocol. The DNS-IDS system operates in two phases, the training phase and the operational phase. In the training phase, we model the normal behavior of the DNS protocol as a finite state machine and we derive the normal temporal statistics of how normal DNS traffic transition within that state machine and store them in a database. To bound the normal event space, we also apply few known DNS attacks (e.g. Cache poisoning) and store the temporal statistics of the abnormal DNS traffic transition in a separate database. Then we develop an anomaly metric for the DNS protocol that is a function of the temporal statistics for both the normal and abnormal transitions of the DNS by applying classification algorithms like the Bagging algorithm. During the operational phase, the anomaly metric is used to detect DNS attacks (both known and novel attacks). We have evaluated our approach against a wide range of DNS attacks (DNS hijacking, Kaminsky attack, amplification attack, Birthday attack, DNS Rebinding attack). Our results show attack detection rate of 97% with very low false positive alarm rate (0.01397%), and round 3% false negatives.","","","","10.1109/ICCAC.2015.46","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7312172","Anomaly detection;DNS;Data mining;Intrusion detection system;Machine learning;Supervised training","","","","","","","","","","21-25 Sept. 2015","","IEEE","IEEE Conference Publications"
"A New Intrusion Prediction Method Based on Feature Extraction","Liao Cheng-Bin","Sch. of Comput. & Commun., Lanzhou Univ. of Technol., Lanzhou, China","Computer Science and Engineering, 2009. WCSE '09. Second International Workshop on","20100202","2009","1","","7","10","In order to find the attack in real time, an intrusion prediction method based on feature extraction algorithm was presented. Using CHI approach, the fields of network packet, which were irrelevant with attack type, were deleted, and the representative fields were selected to form feature database. Moreover, optimization extraction function was obtained by normalization method, and then network packets were effectively classified into normal or anomalous by the classifier. Experiment analysis proves that this intrusion prediction method have relatively low false positive rate and false negative rate, thus it effectively resolves the shortage of intrusion detection.","","978-0-7695-3881-5","","10.1109/WCSE.2009.610","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5403427","SVM;false negative rate;false positive rate;feature extraction;intrusion prediction","Computer science;Discrete wavelet transforms;Feature extraction;Intrusion detection;Optimization methods;Packet switching;Prediction methods;Predictive models;Spatial databases;Switches","feature extraction;security of data;support vector machines","CHI approach;SVM;false negative rate;false positive rate;feature database;feature extraction algorithm;intrusion prediction method;network packets;normalization method;optimization extraction function","","0","","10","","","28-30 Oct. 2009","","IEEE","IEEE Conference Publications"
"Security architecture based on multilayer distributed intrusion detection system","Chovanec, M.; Vokorkos, L.; Perhac, J.","Inst. of Comput. Technol., Tech. Univ. in Kosice, Kosice, Slovakia","Applied Computational Intelligence and Informatics, 2009. SACI '09. 5th International Symposium on","20090626","2009","","","301","306","The architecture of designed intrusion detection system is based on two layer hybrid model for event detection. System function is based on analysis parts of network flow in a real communication and offers processing of this data in a real time. The core of the first layer are detection sensors, which offer base processing based on statistical methods with direct interconnection to countermeasure module. Performance and accuracy of designed system is secured with central distributed processing, in which is used detection based on particular event description, which foregoing intrusion. The architecture presented in this article is a result of teamwork of Department of computer and informatics and Institute of computer technologies of Technical University of Kosice. Its partial results are processed in author's master thesis and research within the APPV-0073-07 project.","","978-1-4244-4477-9","978-1-4244-4478-6","10.1109/SACI.2009.5136261","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136261","","Communication system security;Computer architecture;Data security;Distributed processing;Event detection;Intrusion detection;Nonhomogeneous media;Real time systems;Statistical analysis;Teamwork","distributed processing;security of data;software architecture;statistical analysis","detection sensors;event detection;multilayer distributed intrusion detection system;security architecture;statistical methods","","1","","8","","","28-29 May 2009","","IEEE","IEEE Conference Publications"
"Detection of attack strategies","Alsuhibany, S.A.; Morisset, C.; Van Moorsel, A.","Centre for Cybercrime & Comput. Security, Newcastle Univ., Newcastle upon Tyne, UK","Risks and Security of Internet and Systems (CRiSIS), 2013 International Conference on","20140313","2013","","","1","8","An intrusion and attack detection system usually focuses on classifying a record as either normal or abnormal. In some cases such as insider attacks, attackers rely on feedback from the attacked system, which enables them to gradually manipulate their attempts in order to avoid detection. This paper proposes the notion of accumulative manipulation that can be observed through a number of attempts accomplished by the attacker, which forms the basis of the Attacker Learning Curve (ALC). Based on a controlled experiment, we first show that the ALC for three different attack strategies are consistent between two different groups of subjects. We then define a strategy detection mechanism, which is experimentally shown to be accurate more than 70% of the time.","","","","10.1109/CRiSIS.2013.6766353","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6766353","Attacker Learning Curve;Intrusion Detection;Strategy Detection;Supervised Learning;Unsupervised Learning","Security;Thesauri","learning (artificial intelligence);security of data","ALC;attack detection system;attack strategy detection mechanism;attacked system;attacker learning curve;intrusion detection","","0","","20","","","23-25 Oct. 2013","","IEEE","IEEE Conference Publications"
"Wireless sensors and neural networks for intruders detection and classification","Aboelela, E.H.; Khan, A.H.","Coll. of Comput. Sci. & Eng., Taibah Univ., Madinah, Saudi Arabia","Information Networking (ICOIN), 2012 International Conference on","20120309","2012","","","138","143","The problem of automating the detection and classification of intruders in vast and hard to reach terrains has been an active research topic over the past decade. In this paper we present a new paradigm of intrusion detection and classification by combining the sensing potential of self-configuring and instantly-deployable wireless sensor networks (WSN's) with the reasoning capabilities of artificial neural networks (ANN's). The implemented system is referred to by WINIDC (Wireless Sensors and Neural Networks for Intruders Detection and Classification). WINIDC has been designed to detect intruders of many sizes and types. It can be considered as a smart and economical solution for the addressed surveillance problem. It is smart as it utilizes artificial neural networks to classify the different types of intruders. It is economical as it utilizes small, cheap wireless sensor nodes that are self-powered and self-configuring. Traditional solutions to such surveillance problem are expensive, complex and hard to maintain. The results show that integrating ANNs along with WSNs allow for real-time and accurate detection and classification of intruders. The proposed system can be utilized in monitoring intruders to protect assets and national borders.","1976-7684","978-1-4673-0251-7","","10.1109/ICOIN.2012.6164365","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6164365","Artificial Neural Network (ANN);Intrusion Detection;Wireless Sensor Network (WSN)","Artificial neural networks;Intrusion detection;Monitoring;Neurons;Sensors;Servers;Wireless sensor networks","government data processing;neural nets;security;surveillance;wireless sensor networks","artificial neural network;asset protection;instantly-deployable wireless sensor network;intruder monitoring;intruders classification;intruders detection;national border protection;self-configuring wireless sensor network;surveillance problem","","1","","21","","","1-3 Feb. 2012","","IEEE","IEEE Conference Publications"
