"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=6081881,4414457,6415817,7133049,4688384,6682080,1392755,7033803,6851533,5549466,6933224,6508330,1210188,4804448,6758839,4721575,1333427,5273867,7165133,4580099,1690388,5451769,1625320,5476663,4215807,6718441,4664274,4024481,4721224,6554177,7129395,6329231,6515481,6997064,7158882,1206606,6846477,1607533,7034170,1437836,5898964,4223229,4076926,4620623,6208348,6299287,5062173,5279558,6903487,5623381,4021947,5999864,5635570,1260114,6184895,4529320,6822318,6185284,5990655,6332204,6686474,5714492,7182944,5484830,7019283,5717159,1630921,7064626,5485336,6828057,6940213,4446697,7129184,4446054,4738466,6980960,6890520,6195589,7000543,6565409,5560697,7012931,4258525,1173566,1274254,6220366,6838228,5959760,4299776,6518912,5350409,4382879,7164948,5473646,1592979,6523809,5600281,5358211,6332370,6081880",2015/11/22 18:20:45
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic packet-filtering in high-speed networks using NetFPGAs","Engelmann, F.; Lukaseder, T.; Erb, B.; van der Heijden, R.; Kargl, F.","Inst. of Distrib. Syst., Univ. of Ulm, Ulm, Germany","Future Generation Communication Technology (FGCT), 2014 Third International Conference on","20141023","2014","","","55","59","Computational power for content filtering in high-speed networks reaches a limit, but many applications as intrusion detection systems rely on such processes. Especially signature based methods need extraction of header fields. Hence we created an parallel protocol-stack parser module on the NetFPGA 10G architecture with a framework for simple adaption to custom protocols. Our measurements prove that the appliance operates at 9.5 Gb/s with a delay in order of any active hop. The work provides the foundation to use for application specific projects in the NetFPGA context.","","","","10.1109/FGCT.2014.6933224","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6933224","","Buffer storage;Delays;Field programmable gate arrays;Hardware;Intrusion detection;Protocols;Throughput","cryptographic protocols;digital signatures;field programmable gate arrays;filtering theory","NetFPGA 10G architecture;bit rate 9.5 Gbit/s;computational power;content filtering;dynamic packet-filtering;header field extraction;high-speed networks;intrusion detection systems;parallel protocol-stack parser module;signature based methods","","0","","7","","","13-15 Aug. 2014","","IEEE","IEEE Conference Publications"
"A packet marking approach to protect cloud environment against DDoS attacks","Anitha, E.; Malliga, S.","Comput. Sci. & Eng., Kongu Eng. Coll., Perundurai, India","Information Communication and Embedded Systems (ICICES), 2013 International Conference on","20130425","2013","","","367","370","Cloud computing uses internet and remote servers for maintaining data and applications. It offers through internet the dynamic virtualized resources, bandwidth and on-demand software's to consumers and promises the distribution of many economical benefits among its adapters. It helps the consumers to reduce the usage of hardware, software license and system maintenance. Simple Object Access Protocol (SOAP) is the system that allows the communications interaction between different web services. SOAP messages are constructed using either HyperText Transport Protocol (HTTP) and/or Extensible Mark-up Language (XML). The new form of Distributed Denial of Service (DDoS) attacks that could potentially bring down a cloud web services through the use of HTTP and XML. Cloud computing suffers from major security threat problem by HTTP and XML Denial of Service (DoS) attacks. HX-DoS attack is a combination of HTTP and XML messages that are intentionally sent to flood and destroy the communication channel of the cloud service provider. To address the problem of HX-DoS attacks against cloud web services there is a need to distinguish between the legitimate and illegitimate messages. This can be done by using the rule set based detection, called CLASSIE and modulo marking method is used to avoid the spoofing attack. Reconstruct and Drop method is used to make decision and drop the packets on the victim side. It enables us to improve the reduction of false positive rate and increase the detection and filtering of DDoS attacks.","","978-1-4673-5786-9","","10.1109/ICICES.2013.6508330","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6508330","Cloud Computing;Cloud Security;Denial Of Service;Traceback","Cloud computing;Computer crime;Simple object access protocol;Workstations;XML","XML;cloud computing;security of data","CLASSIE method;DDoS attack;HTTP;HX-DoS attack;Internet;SOAP protocol;XML;cloud computing;cloud environment protection;cloud service provider;distributed denial-of-service attack;extensible markup language;hypertext transport protocol;modulo marking method;packet marking approach;reconstruct-and-drop method;rule set based detection;simple object access protocol;spoofing attack","","0","","11","","","21-22 Feb. 2013","","IEEE","IEEE Conference Publications"
"Challenges in intrusion detection for wireless ad-hoc networks","Brutch, P.; Ko, C.","","Applications and the Internet Workshops, 2003. Proceedings. 2003 Symposium on","20030709","2003","","","368","373","This paper presents a brief survey of current research in intrusion detection for wireless ad-hoc networks. In addition to examining the challenges of providing intrusion detection in this environment, this paper reviews current efforts to detect attacks against the ad-hoc routing infrastructure, as well as detecting attacks directed against the mobile nodes. This paper also examines the intrusion detection architectures that may be deployed for different wireless ad-hoc network infrastructures, as well as proposed methods of intrusion response.","","0-7695-1873-7","","10.1109/SAINTW.2003.1210188","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1210188","","Ad hoc networks;Batteries;Communication system security;Cryptography;Information security;Intelligent networks;Intrusion detection;Protection;Routing;Wireless communication","ad hoc networks;telecommunication network routing;telecommunication security","ad-hoc routing infrastructure;attack detection;intrusion detection;intrusion response;mobile nodes;wireless ad-hoc networks","","39","1","15","","","27-31 Jan. 2003","","IEEE","IEEE Conference Publications"
"Quickdraw: Generating Security Log Events for Legacy SCADA and Control System Devices","Peterson, D.","","Conference For Homeland Security, 2009. CATCH '09. Cybersecurity Applications & Technology","20090324","2009","","","227","229","Security event logs play a role in the early detection of attacks and in after incident investigations. Controllers used in SCADA, DCS and other control systems log almost no security events. This deficiency is addressed by the Quickdraw application, which is a passive security log generator for controllers. Quickdraw monitors communication like a network IDS, detects events that should be logged in a controller, creates the security events, and then sends the event to a historian, SEM or other log aggregator.","","978-0-7695-3568-5","","10.1109/CATCH.2009.33","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4804448","Process Control System Security;Real-time security event assessment and mitigation","Communication system control;Communication system security;Computer security;Control systems;Data security;Distributed control;Event detection;Intrusion detection;National security;SCADA systems","SCADA systems;control engineering computing;security of data;system monitoring","Quickdraw;control system devices;intrusion detection system;legacy SCADA;network IDS;security event logs","","4","","","","","3-4 March 2009","","IEEE","IEEE Conference Publications"
"Finding Needle in the Case-Stack: Effective Remote Monitoring of Courts","Rahman, A.; Nawaz, H.; Naeem, O.; Zaffar, F.; Naseer, F.; Zaffar, A.","Lahore Univ. of Manage. Sci., Lahore, Pakistan","System Sciences (HICSS), 2014 47th Hawaii International Conference on","20140310","2014","","","1906","1915","Delay in the judicial processes and pendency of existing cases is an old problem that has defied easy solutions in Pakistan. Most cases are trapped in the system due to a huge backlog of cases, excessive litigation in urban areas, corruption by the court staff and lack of proper monitoring of the functioning of courts. Efficient supervision and monitoring of courts can help in resolving some of the key problems in the system. We present preliminary results from a novel case record-keeping, management and monitoring solution that is able to meet several key performance goals of the National Judicial Policy. The overall aim of the work is to facilitate the work of the monitoring judges by helping them find the proverbial needle in the haystack and not get deluged by the volume of data routinely produced by the typical case-management systems. In this paper, we explore the application of intrusion detection techniques, such as the statistical anomaly detection schemes, to case management systems and present the results from our extensive case studies. Our proposed system, now in pilot, shows high accuracy in flagging anomalous cases, reduces the overall volume of information generated by the system and can help target several of the key reasons behind case pendency while bringing much needed transparency to the overall case-flow.","","","","10.1109/HICSS.2014.241","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6758839","Judiciary;anomaly detection;monitoring","Auditory system;Delays;Engines;Intrusion detection;Monitoring;Optical character recognition software","law administration;security of data","Pakistan;case management systems;case record-keeping;case-management systems;intrusion detection techniques;judicial process delay;litigation;national judicial policy;remote court monitoring;statistical anomaly detection schemes","","0","","19","","","6-9 Jan. 2014","","IEEE","IEEE Conference Publications"
"Bridging the Gap between Data-Flow and Control-Flow Analysis for Anomaly Detection","Peng Li; Hyundo Park; Debin Gao; Jianming Fu","Univ. of North Carolina at Chapel Hill, Chapel Hill, NC","Computer Security Applications Conference, 2008. ACSAC 2008. Annual","20081222","2008","","","392","401","Host-based anomaly detectors monitor the control-flow and data-flow behavior of system calls to detect intrusions. Control-flow-based detectors monitor the sequence of system calls, while data-flow-based detectors monitor the data propagation among arguments of system calls. Besides pointing out that data-flow-based detectors can be layered on top of control-flow-based ones (or vice versa) to improve accuracy, there is a large gap between the two research directions in that research along one direction had been fairly isolated and had not made good use of results from the other direction. In this paper, we show how data-flow analysis can leverage results from control-flow analysis to learn more accurate and useful rules for anomaly detection. Our results show that the proposed control-flow-analysis-aided data-flow analysis reveals some accurate and useful rules that cannot be learned in prior data-flow analysis techniques. These relations among system call arguments and return values are useful in detecting many real attacks. A trace-driven evaluation shows that the proposed technique enjoys low false-alarm rates and overhead when implemented on a production server.","1063-9527","978-0-7695-3447-3","","10.1109/ACSAC.2008.17","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4721575","anomaly detection;control-flow;data-flow;system call argument","Computer security;Control system analysis;Control systems;Counting circuits;Data analysis;Detectors;Information analysis;Intrusion detection;Monitoring;Performance analysis","data flow analysis;security of data","anomaly detection;control-flow analysis;control-flow-based detectors;data propagation;data-flow analysis;data-flow-based detectors;false-alarm rates;intrusion detection;production server;system calls","","3","","21","","","8-12 Dec. 2008","","IEEE","IEEE Conference Publications"
"CoBFIT: A component-based framework for intrusion tolerance","Ramasamy, H.-G.V.; Agbaria, A.; Sanders, W.H.","Coordinated Sci. Lab., Illinois Univ., Urbana, IL, USA","Euromicro Conference, 2004. Proceedings. 30th","20040920","2004","","","591","600","We present the architecture of CoBFIT, a component-based framework for building intrusion-tolerant distributed systems. The CoBFIT framework, by virtue of its design and implementation principles, can serve as a convenient base for building components that implement intrusion-tolerant protocols and for combining these components in an efficient manner to provide a number of services for dependability. For example, We describe the CoBFIT implementation of a prototype intrusion-tolerant group communication system that includes services such as reliable multicast, group membership management, and total ordering of multicast messages.","1089-6503","0-7695-2199-1","","10.1109/EURMIC.2004.1333427","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1333427","","Accidents;Buildings;Communication system security;Contracts;Degradation;Protocols;Prototypes;Robustness;Software reusability;Testing","groupware;object-oriented programming;protocols;security of data;software reusability","CoBFIT;component-based framework;group communication system;group membership management;intrusion-tolerant distributed systems;multicast messages","","0","","26","","","31 Aug.-3 Sept. 2004","","IEEE","IEEE Conference Publications"
"A novel method to guarantee QoS during DOS attacks for IPTV using SIP","Moh'd, A.; Tawalbeh, L.; Sowe, A.","Eng. Math. & Internetworking, Dalhousie Univ., Halifax, NS, Canada","Applications of Digital Information and Web Technologies, 2009. ICADIWT '09. Second International Conference on the","20091002","2009","","","838","842","In this paper we propose a new mechanism to guarantees QoS during DOS attacks for IPTV networks, we introduce the concept of ldquovideo stream handoffrdquo analogous to the ldquosoft handoffrdquo done in cellular networks, the idea is to initiate a selective video handoff procedure, either from the server side, when the DOS attack is detected, or from the user side when QoS degradation occurs. All of that should happen without interrupting the user (i.e. while the video is playing). We make use of the SIP protocol stack for signaling, QoS negotiation, and session management.","","978-1-4244-4456-4","978-1-4244-4457-1","10.1109/ICADIWT.2009.5273867","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5273867","","Computer crime;Computer network reliability;Computer networks;Degradation;IP networks;IPTV;Protocols;Quality of service;Streaming media;TV","IPTV;quality of service;signalling protocols;telecommunication security;video streaming","DOS attacks;IPTV networks;QoS;SIP protocol stack;cellular networks;session management;video stream handoff","","0","","12","","","4-6 Aug. 2009","","IEEE","IEEE Conference Publications"
"High-Speed Security Analytics Powered by In-Memory Machine Learning Engine","Sapegin, A.; Gawron, M.; Jaeger, D.; Feng Cheng; Meinel, C.","Hasso Plattner Inst. (HPI), Univ. of Potsdam, Potsdam, Germany","Parallel and Distributed Computing (ISPDC), 2015 14th International Symposium on","20150723","2015","","","74","81","Modern Security Information and Event Management systems should be capable to store and process high amount of events or log messages in different formats and from different sources. This requirement often prevents such systems from usage of computational-heavy algorithms for security analysis. To deal with this issue, we built our system based on an in-memory data base with an integrated machine learning library, namely SAP HANA. Three approaches, i.e. (1) deep normalisation of log messages (2) storing data in the main memory and (3) running data analysis directly in the database, allow us to increase processing speed in such a way, that machine learning analysis of security events becomes possible nearly in real-time. To prove our concepts, we measured the processing speed for the developed system on the data generated using Active Directory tested and showed the efficiency of our approach for high-speed analysis of security events.","","978-1-4673-7147-6","","10.1109/ISPDC.2015.16","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7165133","SAP HANA;in-memory;intrusion detection;machine learning;security","Algorithm design and analysis;Computers;Databases;Libraries;Machine learning algorithms;Prediction algorithms;Security","data analysis;learning (artificial intelligence);security of data","SAP HANA;active directory;computational-heavy algorithms;data analysis;deep log message normalisation;high-speed security analytics;high-speed security event analysis;in-memory database;in-memory machine learning engine;integrated machine learning library;machine learning analysis;security information and event management systems","","0","","27","","","June 29 2015-July 2 2015","","IEEE","IEEE Conference Publications"
"A Behavior Based Approach to Host-Level Intrusion Detection Using Self-Organizing Maps","Sujatha, P.K.; Kannan, A.; Ragunath, S.; Bargavi, K.S.; Githanjali, S.","Dept. of Inf. Technol., Anna Univ., Chennai","Emerging Trends in Engineering and Technology, 2008. ICETET '08. First International Conference on","20080729","2008","","","1267","1271","Neural networks play a vital role in contemporary intrusion detection systems. This paper presents a framework for anomaly based host-level intrusion detection system, using a category of neural networks called self-organizing map (SOM). The proposed work takes a different perspective to intrusion detection by applying data mining techniques to the host-behavior data, to detect intrusions. The behavior of the system is defined in terms of a ""behavior set"" rather than using a single parameter. This facilitates greater accuracy in describing the behavior of the system and helps in reducing false-positives. The unlabelled data is processed using a SOM, which is trained by an unsupervised learning algorithm namely ""simple competitive learning"". Unsupervised learning enables the SOM to detect new and novel attacks.","","978-0-7695-3267-7","978-0-7695-3267-7","10.1109/ICETET.2008.190","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4580099","Behavior-set;Data Mining;Intrusion Detection;Self-organizing Map;Unsupervised Learning","Data mining;Data security;Databases;Humans;Information security;Information technology;Intrusion detection;Neural networks;Self organizing feature maps;Unsupervised learning","security of data;self-organising feature maps;unsupervised learning","behavior based approach;host-level intrusion detection;intrusion detection systems;neural networks;self-organizing maps;simple competitive learning;unsupervised learning algorithm","","0","","11","","","16-18 July 2008","","IEEE","IEEE Conference Publications"
"Monitoring &amp; Forensic Analysis forWireless Networks","Mc Grath, K.P.; Nelson, J.","Dept. of Electron. & Comput. Eng., Limerick Univ.","Internet Surveillance and Protection, 2006. ICISP '06. International Conference on","20060918","2006","","","4","4","This paper describes FLUX: ""A network forensic time machine"". Operating like a surveillance camera, FLUX is an infrastructure for capturing and analyzing packets traversing the network. The 'time machine' term relates to the amount of dedicated storage to evidentiary data which can be forensic ally analyzed. The purpose of FLUX is to build intelligence about network usage, uncover anomalous traffic by transforming raw network data into meaningful knowledge","","0-7695-2649-7","","10.1109/ICISP.2006.21","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1690388","","Data analysis;Forensics;Information analysis;Intrusion detection;Law;Legal factors;Monitoring;Protection;Telecommunication traffic;Wireless networks","security of data;telecommunication security","FLUX;data storage;network forensic time machine;network packet;surveillance camera;wireless networks forensic analysis;wireless networks monitoring","","1","","20","","","26-28 Aug. 2006","","IEEE","IEEE Conference Publications"
"A Taxonomy of IEEE 802.11 Wireless Parameters and Open Source Measurement Tools","Dujovne, D.; Turletti, T.; Filali, F.","Univ. Diego Portales, Chile","Communications Surveys & Tutorials, IEEE","20100513","2010","12","2","249","262","The analysis and evaluation of new wireless network protocols is a long process that requires mathematical analysis, simulations, and increasingly experimentations under real conditions. Measurements are essential to analyze the performance of wireless protocols such as IEEE 802.11 networks in real environments, but experimentations are complex to perform and analyze. Usually, network researchers develop their own tools, sometimes from scratch, to fit the requirements of their experimentations, and these tools are then abandoned when the paper is published. In this study, we emphasize the importance, for the network research community, to use and contribute to the development of open source measurement tools. In this regard, we propose a survey and classification of IEEE 802.11 wireless parameters and open source tools available to collect or estimate these parameters. We highlight the parameters that can be extracted from wireless traffic probes and those that are available through the driver of wireless cards. Then, we introduce and compare open source tools that can be used to make the measurements, with special attention to the flexibility of the tools and their application scope. Finally, we discuss with several case studies the combination of tools that best suit the needs of the wireless experiments and provide a list of common pitfalls to avoid.","1553-877X","","","10.1109/SURV.2010.021110.00020","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5451769","IEEE 802.11;open source software;probes;wireless analyzers;wireless measurements;wireless parameters","","mathematical analysis;probes;protocols;telecommunication traffic;wireless LAN","IEEE 802.11 wireless parameters;mathematical analysis;open source measurement tools;taxonomy;wireless cards;wireless network protocols;wireless traffic probes","","7","1","55","","2010-04-19","Second Quarter 2010","","IEEE","IEEE Journals & Magazines"
"Identifying intrusions in computer networks with principal component analysis","Wang, W.; Battiti, R.","Dept. of Comput. Sci. & Telecommun., Trento Univ., Italy","Availability, Reliability and Security, 2006. ARES 2006. The First International Conference on","20060508","2006","","","8 pp.","","Most current anomaly intrusion detection systems (IDSs) detect computer network behavior as normal or abnormal but cannot identify the type of attacks. Moreover, most current intrusion detection methods cannot process large amounts of audit data for real-time operation. In this paper, we propose a novel method for intrusion identification in computer networks based on principal component analysis (PCA). Each network connection is transformed into an input data vector. PCA is employed to reduce the dimensionality of the data vectors and identification is handled in a low dimensional space with high efficiency and low use of system resources. The normal behavior is profiled based on normal data for anomaly detection and models of each type of attack are built based on attack data for intrusion identification. The distance between a vector and its reconstruction onto those reduced subspaces representing the different types of attacks and normal activities is used for identification. The method is tested with network data from MIT Lincoln labs for the 1998 DARPA intrusion detection evaluation program and testing results show that the model is promising in terms of identification accuracy and computational efficiency for real-time intrusion identification.","","0-7695-2567-9","","10.1109/ARES.2006.73","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1625320","","Computer networks;Computer security;Data mining;Data security;Intelligent networks;Intrusion detection;Monitoring;Neural networks;Principal component analysis;Testing","computer crime;computer networks;principal component analysis","PCA;anomaly detection;computer network;intrusion detection system;intrusion identification;principal component analysis","","6","","19","","","20-22 April 2006","","IEEE","IEEE Conference Publications"
"Analysis of Routing Protocol Performance in Wireless Mesh Networks","Zakrzewska, A.; Koszalka, L.; Pozniak-Koszalka, I.; Kasprzak, A.","Dept. of Syst. & Comput. Networks, Wroclaw Univ. of Technol., Wroclaw, Poland","Computational Science and Its Applications (ICCSA), 2010 International Conference on","20100603","2010","","","307","310","The objective of the paper is to evaluate and compare proactive and reactive routing protocols designed for ad hoc networks and adapted to Wireless Mesh Networks. The analysis of protocol performance is based on the results of multistage simulations made for UDP traffic and TCP traffic, moreover, for both - a normal working network and the network with selfish node injected. We recommend using particular protocols in certain conditions.","","978-0-7695-3999-7","978-1-4244-6462-3","10.1109/ICCSA.2010.72","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5476663","multistage simulation;routing protocol;wireless mesh network","Ad hoc networks;Analytical models;Computer networks;Mobile ad hoc networks;Performance analysis;Routing protocols;Traffic control;Wireless application protocol;Wireless mesh networks;Wireless sensor networks","routing protocols;telecommunication traffic;transport protocols;wireless mesh networks","TCP traffic;UDP traffic;ad hoc networks;routing protocol performance;wireless mesh networks","","2","","18","","","23-26 March 2010","","IEEE","IEEE Conference Publications"
