"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=7036781,5497832,5421839,6735407,6736855,6884906,4682299,6725331,5678024,5654816,6686354,4599219,1666486,4736909,5138016,6498376,1541543,7253748,5635232,6016798,5367708,5671039,1625689,6040856,1429933,6161622,4021111,1210028,4420221,6655707,6756016,4976790,797905,6201922,5633852,5721046,7148345,1691928,6769676,1659471,6246102,7166110,7065579,4086884,6632070,4808902,5234325,5474773,5582691,5770397,1194965,5360137,5541362,5474252,1644158,4795984,6024113,4554452,5665189,6926557,5513939,6179178,5679451,4725663,4021241,4579536,4287780,1435744,5402616,4344661,5633851,1614797,5376626,6011481,7170604,5305874,4288876,1547612,4529460,4699962,7208973,4663387,4675279,5438075,4289875,6770189,7288796,1215651,1226838,5228172,6893417,5716416,1687642,6075142,1684924,4624490,4288867,4344507,5260848,5169029",2015/11/20 16:22:38
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The Model — Dynamic and Flexible Intrusion Detection Protocol for high error rate Wireless Sensor Networks based on data flow","Janakiraman, S.; Rajasoundaran, S.; Narayanasamy, P.","Dept. of CSE, Anna Univ. of Technol., Chennai, India","Computing, Communication and Applications (ICCCA), 2012 International Conference on","20120405","2012","","","1","6","Wireless Sensor Networks (WSNs) are the collection of self - organizing sensor nodes deployed in various physical environments statically or dynamically depends upon the application. In wireless environment these sensor nodes are defenseless or vulnerable against attacks. To solve this problem the Intrusion Detection System (IDS) has been used and for wireless networks, Distributed Intrusion Detection System (DIDS) has been used. But this is not sufficient to achieve maximum resiliency against attacks. Considering the issues here a new Dynamic Intrusion Detection Protocol model (DYDOG) has been designed based on data flow for High Error Rate Wireless Sensor Networks (WSNs). Here the Dynamic Intrusion Detection nodes are deployed based on the proposed protocol model which will acts as forwarding node as well as Intrusion Monitoring Node with respect to the data flow through the sensor nodes. The Dynamic Intrusion Detection Nodes are selected from the one-hop or two hop neighbor's non-forwarding node list by using Secure Session Key Management approach without deploying separate Intrusion Monitoring Nodes. This makes the network is more flexible and dynamic against various attacks and provide maximum monitoring node's availability with better resiliency in high error rate Wireless Sensor Networks (WSNs). The monitoring nodes are dynamically changed in its behavior within the session itself depends on mobility and based on proposed conditions. For an attacker it will create problem to identify and attack the Dynamic Intrusion Detection Nodes within the limited session. By this protocol the attacks and compromised nodes can be effectively identified at runtime in high data rate static or dynamic Wireless Sensor Networks (WSNs). Now the research is going on On-Line Updates for local agents and global agents individually in high data rate Wireless Sensor Networks (WSNs), when the network has maximum mobility and maximum data rate.","","978-1-4673-0270-8","","10.1109/ICCCA.2012.6179178","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6179178","Dynamic Intrusion Detection Nodes;Intrusion Detection;Key management;Wireless Sensor Networks","Heuristic algorithms;Intrusion detection;Monitoring;Noise measurement;Routing;Wireless communication;Wireless sensor networks","error statistics;protocols;self-adjusting systems;telecommunication security;wireless sensor networks","DYDOG;WSN;data flow;dynamic intrusion detection node;dynamic intrusion detection protocol model;global agent;high error rate wireless sensor network;intrusion monitoring node;local agent;maximum data rate;maximum mobility;network attack;one-hop neighbor nonforwarding node list;physical environment;secure session key management;self-organizing sensor node;two hop neighbor nonforwarding node list;wireless environment","","3","","11","","","22-24 Feb. 2012","","IEEE","IEEE Conference Publications"
"Applying neural network to U2R attacks","Ahmad, I.; Abdullah, A.B.; Alghamdi, A.S.","DCIS, UTP, Tronoh, Malaysia","Industrial Electronics & Applications (ISIEA), 2010 IEEE Symposium on","20110106","2010","","","295","299","Intrusion detection using artificial neural networks is an ongoing area and thus interest in this field has increased among the researchers. Therefore, in this paper we present a system for tackling User to Root (U2R) attacks using generalized feedforward neural network. A backpropagation algorithm is used for training and testing purpose. The system uses sampled data from Kddcup99 dataset, an attack database that is a standard for evaluating the security detection mechanisms. The system is implemented in two phases such as training phase and testing phase. The developed system is applied to different U2R attacks to test its performance. Furthermore, the results indicate that this approach is more precise and accurate in case of false positive, false negative and detection rate.","","978-1-4244-7645-9","","10.1109/ISIEA.2010.5679451","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5679451","Backpropagation;Dataset;Detection Rate;False Negative;False Positive;Multiple Layered Perceptron;Neural Network;U2R attack","Artificial neural networks;Computers;Feedforward neural networks;Intrusion detection;Testing;Training","backpropagation;computer network security;feedforward neural nets","Kddcup99 dataset;artificial neural networks;backpropagation algorithm;feedforward neural network;intrusion detection;security detection mechanisms;user to root attacks","","0","","19","","","3-5 Oct. 2010","","IEEE","IEEE Conference Publications"
"A Database Operation Source Identify Algorithm for Multi-Layer Information Architecture","Yang Yang; Chengxiang Tan; Haihang Wang","Electron. & Inf. Eng. Coll., Tongji Univ., Shanghai","Computational Intelligence and Design, 2008. ISCID '08. International Symposium on","20081222","2008","1","","520","523","In a database protection system based on user behavior analysis, the capability of operation source identification is very important for illegal transaction detection and alert. But in a multilayer information architecture, the database operation trails are cut off by middle layer service systems, which makes the operation source can be identified only by embedded audit modules. Since it is too expensive for many application systems to rebuild and embed such modules, the paper proposes an economical solution which can identify the database operation source close to the fact. The advantage of the algorithm is its support to bypass monitoring mode, which needs no change to existed application systems and is more economical than embedded audit modules. The paper discusses the main components of the algorithm: (1) the automatic learning process, (2) the real time identification process.","","978-0-7695-3311-7","","10.1109/ISCID.2008.132","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4725663","Database Firewall;Database Security;IDS","Algorithm design and analysis;Data security;Educational institutions;Frequency;Information analysis;Information security;Monitoring;Protection;Spatial databases;Transaction databases","database management systems;security of data;system monitoring","automatic learning process;database operation source identify algorithm;database protection system;illegal transaction detection;middle layer service systems;multi-layer information architecture;user behavior analysis","","0","","10","","","17-18 Oct. 2008","","IEEE","IEEE Conference Publications"
"Context-Aware Gateway for Ubiquitous SIP-Based Services in Smart Homes","Bo-Chao Cheng; Huan Chen; Ryh-Yuh Tseng","National Chung-Cheng University","Hybrid Information Technology, 2006. ICHIT '06. International Conference on","20111212","2006","2","","374","381","The smart home concept brings innovation and convenience to our every day's life style at home. Without context awareness, smart home applications cannot offer services that can adapt to users?? dynamic situations; they also fail to give preferential treatment for users?? various preferences. Such design paradigm forces human to live in the world of machines rather than a human oriented world. The use of SIP-protocol allows Smart Home devices and services to be connected compatibly and effectively. In this paper, we propose an adaptive SIP Context-Aware Gateway (SCAG) for the ubiquitous SIP-based services. With the SCAG solution, the home owner is able to use preferred devices for communication and to post his/her context information to home appliances or to people and civil society communities on an ??as needed?? basis.","","0-7695-2674-8","","10.1109/ICHIT.2006.253636","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4021241","","Context awareness;Context-aware services;Home appliances;Home automation;Humans;IP networks;Intelligent networks;Protocols;Smart homes;Ubiquitous computing","","","","1","","15","","","9-11 Nov. 2006","","IEEE","IEEE Conference Publications"
"Packet pre-filtering for network intrusion detection","Sourdis, I.; Dimopoulos, V.; Pnevmatikatos, D.; Vassiliadis, S.","Electr. Eng. Dept, Tech. Univ. Delft, Delft","Architecture for Networking and Communications systems, 2006. ANCS 2006. ACM/IEEE Symposium on","20080725","2006","","","183","192","As intrusion detection systems (IDS) utilize more complex syntax to efficiently describe complex attacks, their processing requirements increase rapidly. Hardware and, even more, software platforms face difficulties in keeping up with the computationally intensive IDS tasks, and face overheads that can substantially diminish performance. In this paper we introduce a packet pre-filtering approach as a means to resolve, or at least alleviate, the increasing needs of current and future intrusion detection systems. We observe that it is very rare for a single incoming packet to fully or partially match more than a few tens of IDS rules. We capitalize on this observation selecting a small portion from each IDS rule to be matched in the pre-filtering step. The result of this partial match is a small subset of rules that are candidates for a full match. Given this pruned set of rules that can apply to a packet, a second-stage, full-match engine can sustain higher throughput. We use DefCon traces and recent Snort IDS rule-set, and show that matching the header and up to an 8-character prefix for each payload rule on each incoming packet can determine that on average 1.8 rules may apply on each packet, while the maximum number of rules to be checked across all packets is 32. Effectively, packet pre-filtering prevents matching at least 99% of the SNORT rules per packet and as a result minimizes processing and improves the scalability of the system. We also propose and evaluate the cost and performance of a reconfigurable architecture that uses multiple processing engines in order to exploit the benefits of pre-filtering.","","978-1-59593-580-9","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4579536","intrusion detection;packet inspection;packet pre-filtering","Costs;Engines;Face detection;Hardware;Intrusion detection;Payloads;Reconfigurable architectures;Scalability;Software performance;Throughput","computer networks;filtering theory;reconfigurable architectures;security of data;telecommunication security","DefCon traces;Snort IDS rule-set;intrusion detection system;multiple processing engines;network intrusion detection;packet prefiltering;reconfigurable architecture","","1","","17","","","3-5 Dec. 2006","","IEEE","IEEE Conference Publications"
"Alert Verification Based on Attack Classification in Collaborative Intrusion Detection","Min Xiao; Debao Xiao","Huazhong Normal Univ., Wuhan","Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing, 2007. SNPD 2007. Eighth ACIS International Conference on","20070813","2007","2","","739","744","The traditional intrusion detection system has the disadvantages of alert flooding and high false positive due to weak collaboration-awareness. The collaborative intrusion detection mechanism is advocated to overcome shortcomings of traditional IDS and alert verification and correlation are two important techniques to perform collaborative mechanisms. The goal of alert verification is to distinguish the false positives from true positives or confirm the confidence of the alert by integrating context information of protected network with alerts. In this paper, we present an alert verification scheme based on attack classification to achieve the objectives of low cost and high efficiency of verification process.","","978-0-7695-2909-7","","10.1109/SNPD.2007.216","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4287780","","Collaborative software;Collaborative work;Computer security;Computerized monitoring;Costs;Distributed computing;Information security;International collaboration;Intrusion detection;Protection","formal verification;groupware;pattern classification;security of data","alert verification;attack classification;collaborative intrusion detection","","5","","14","","","July 30 2007-Aug. 1 2007","","IEEE","IEEE Conference Publications"
"Security for Industrial Communication Systems","Dzung, D.; Naedele, M.; von Hoff, T.P.; Crevatin, M.","ABB Corp. Res., Baden, Switzerland","Proceedings of the IEEE","20050531","2005","93","6","1152","1177","Modern industrial communication networks are increasingly based on open protocols and platforms that are also used in the office IT and Internet environment. This reuse facilitates development and deployment of highly connected systems, but also makes the communication system vulnerable to electronic attacks. This paper gives an overview of IT security issues in industrial automation systems which are based on open communication systems. First, security objectives, electronic attack methods, and the available countermeasures for general IT systems are described. General security objectives and best practices are listed. Particularly for the TCP/IP protocol suite, a wide range of cryptography-based secure communication protocols is available. The paper describes their principles and scope of application. Next, we focus on industrial communication systems, which have a number of security-relevant characteristics distinct from the office IT systems. Confidentiality of transmitted data may not be required; however, data and user authentication, as well as access control are crucial for the mission critical and safety critical operation of the automation system. As a result, modern industrial automation systems, if they include security measures at all, emphasize various forms of access control. The paper describes the status of relevant specifications and implementations for a number of standardized automation protocols. Finally, we illustrate the application of security concepts and tools by brief case studies describing security issues in the configuration and operation of substations, plants, or for remote access.","0018-9219","","","10.1109/JPROC.2005.849714","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1435744","Cryptography;embedded systems;industrial automation;industrial communication systems;remote access;security objectives;security protocols;security standards","Access control;Access protocols;Automation;Communication industry;Communication networks;Communication system security;Cryptographic protocols;Electrical equipment industry;Electronic countermeasures;IP networks","Internet;cryptography;message authentication;telecommunication security;transport protocols","IT security;Internet;TCP-IP protocol;access control;cryptography;data authentication;electronic attacks;embedded system;industrial automation system;industrial communication network;industrial communication system;mission critical operation;open communication system;open protocols;remote access;safety critical operation;secure communication protocols;security protocol;security standard;standardized automation protocol;user authentication","","101","17","140","","","June 2005","","IEEE","IEEE Journals & Magazines"
"Applying semantic web and user behavior analysis to enforce the intrusion detection system","Chan, Y.-T.F.; Shoniregun, C.A.; Akmayeva, G.A.; Al-Dahoud, A.","Wessex Inst. of Technol., Ashurst, UK","Internet Technology and Secured Transactions, 2009. ICITST 2009. International Conference for","20100129","2009","","","1","5","The Web Service has been extended to the back-end database. In this paper, we propose a novel method of user behavior analysis in semantic network. We use the weight value to analyze and record user behavior and then check user behavior record with the signatures which are generated by the Intrusion Detection System (IDS). If a user record matches with signatures, the system will pass the record to the Analysis Console for Intrusion Database (ACID) to do more the further processing and then response to user. The ACID does not only help the system administrator to maintain and protect the web service in order to prevent the intruders' attacking but also show the security information. In the current Internet, it is a very complex and insecure environment. Everything can be happened in this environment. In our solution, it can not only successfully solve the Cross-Site Scripting (XSS) attack and SQL Injection attack but also understand user behavior. In the future work, we can use user behavior information to design securer Web service.","","978-1-4244-5647-5","","10.1109/ICITST.2009.5402616","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5402616","","Application software;Computer hacking;Data security;Databases;HTML;Information security;Intrusion detection;Protection;Semantic Web;Web services","Internet;SQL;security of data;semantic Web","Internet;SQL injection attack;analysis console for intrusion database;back-end database;cross-site scripting attack;intrusion detection system;semantic Web;semantic network;user behavior analysis","","0","","12","","","9-12 Nov. 2009","","IEEE","IEEE Conference Publications"
"Research on Counter Bandwidth Depletion DDoS Attacks Based on Genetic Algorithm","Rui Guo; Guiran Chang; Ruidong Hou; Yuhai Qin; Baojing Sun; An Liu; Yan Jia; Dan Peng","Northeastern Univ., Shenyang","Natural Computation, 2007. ICNC 2007. Third International Conference on","20071105","2007","4","","155","159","In this paper, we advocate that routers will filter bandwidth depletion of DDoS traffic. It is our consideration that server owners who experience an attack should work with ISP routers to defend DDoS. The main idea is to use statistical approaches of Netflow to allocate weighted bandwidth at the routers. We propose a new algorithm based on genetic algorithm to filter traffic on routers and maximize goodput. The feasibility and effectiveness of our approach is validated by measuring the performance of an experimental prototype against a series of attacks. The advantages of the scheme are discussed and further research directions are given.","","978-0-7695-2875-5","","10.1109/ICNC.2007.619","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4344661","","Bandwidth;Computer crime;Counting circuits;Filtering;Filters;Genetic algorithms;Network servers;Protection;Sun;Telecommunication traffic","Internet;bandwidth allocation;file servers;filtering theory;genetic algorithms;security of data;statistical analysis;telecommunication network routing;telecommunication security;telecommunication traffic","DDoS;ISP routers;Netflow;bandwidth depletion filtering;distributed denial of service attack;genetic algorithm;server;statistical approaches;traffic filtering;weighted bandwidth allocation","","0","","11","","","24-27 Aug. 2007","","IEEE","IEEE Conference Publications"
"Table of contents","","","Emerging Security Information Systems and Technologies (SECURWARE), 2010 Fourth International Conference on","20101111","2010","","","v","viii","Presents the table of contents of the proceedings.","","978-1-4244-7517-9","","10.1109/SECURWARE.2010.4","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5633851","","","","","","0","","","","","18-25 July 2010","","IEEE","IEEE Conference Publications"
"A Time Series Data Mining Based on ARMA and Hopfield Model for Intrusion Detection","Tianqi Yang","Dept. of Comput. Sci., Jinan Univ., Guangzhou","Neural Networks and Brain, 2005. ICNN&B '05. International Conference on","20060410","2005","2","","1045","1049","Given the widespread use of modern information technology, a large number of time series may be collected during network security applications. The paper use a computer and network security as a case to illustrate how data mining can be applied to such time series, and help network intrusion detection reap the benefits of such an effort. Instead of a traditional approach of principal component analysis (PCA), nature moving average (ARMA) and Hopfield models are employed to analyze the time series. To illustrate the feasibility and simplicity of the above procedures for time series data mining, the problem of measuring normality in HTTP traffic for the purpose of anomaly-based network intrusion detection is addressed. The detection results provided by our approach show important improvements, both in detection ratio and regarding false alarms, in comparison with those obtained using other current techniques","","0-7803-9422-4","","10.1109/ICNNB.2005.1614797","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1614797","","Application software;Computer networks;Computer security;Data mining;Data security;Information security;Information technology;Intrusion detection;Principal component analysis;Time series analysis","Hopfield neural nets;autoregressive moving average processes;data mining;security of data;time series","ARMA;Hopfield model;Hopfield models;autoregressive moving average;intrusion detection;time series data mining","","1","","12","","","13-15 Oct. 2005","","IEEE","IEEE Conference Publications"
"Intrusion Detection Using Isomap and Support Vector Machine","Kai-mei Zheng; Xu Qian; Yu Zhou; Li-juan Jia","Sch. of Mech. Electron. & Inf. Eng., China Univ. of Min. & Technol. Beijing, Beijing, China","Artificial Intelligence and Computational Intelligence, 2009. AICI '09. International Conference on","20100112","2009","3","","235","239","Intrusion detection is still a crucial issue for network security. Support vector machine (SVM) has been successfully applied in intrusion detection systems. However, for further improvement in performance, data dimension reduction should have drawn special attention. This paper proposes a scheme using popular non-linear dimension reduction tool Isomap and one-class support vector machine to detect U2R (user to root) and R2L (remote to local) intrusions. Experiment results on KDDCUP 99 datasets show that our scheme achieves high detection rate for R2L or U2R intrusions and significantly low false positive rate compared with one class SVM alone. It is justified that data dimension reduction is a worthwhile preprocessing stage for achieving high performance in the intrusion detection system.","","978-1-4244-3835-8","978-0-7695-3816-7","10.1109/AICI.2009.242","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5376626","Isomap;dimension reduction;intrusion detection;support vetor machine","Artificial intelligence;Computational intelligence;Data security;Geometry;Information security;Intrusion detection;Multidimensional systems;Principal component analysis;Support vector machine classification;Support vector machines","security of data;support vector machines","Isomap nonlinear dimension reduction tool;KDDCUP 99 datasets;data dimension reduction;intrusion detection systems;network security;remote to local intrusions;support vector machine;user to root intrusions","","0","","12","","","7-8 Nov. 2009","","IEEE","IEEE Conference Publications"
"A trust measurement model of GIS Crime Analysis System based on fuzzy comprehensive evaluation","WeiPing Yang; Danqing Duang","Sch. of Geosci. & Inf.-Phys., Central South Univ., Changsha, China","Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC), 2011 2nd International Conference on","20110905","2011","","","6948","6951","GIS Crime Analysis System is designed for the purpose of crime analysis, crime investigation and crime tracking with technical support and decision support for the police staff. Since the system's data is sensitive and secret, it's very important to ensure the safety of information and authentication of the user's identification. This paper presents architecture of GIS Crime Analysis System based on Trusted Network Connection and proposes a trust measurement model based on fuzzy comprehensive evaluation. The example shows that the system can give a trust evaluation of the access terminal efficiently and automatically. Through the identification authentication and the trust measurement evaluation to the access terminal, the system can refuse those terminals with low trust level to access the network in order to guarantee the safety of systems and network from its origin.","","978-1-4577-0535-9","","10.1109/AIMSEC.2011.6011481","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6011481","Crime Analysis;Fuzzy Comprehensive Evaluation;Trust Measurement Model;Trusted Terminal","Analytical models;Bismuth;Computer architecture;GSM;Multiaccess communication;Servers;TV","fuzzy set theory;geographic information systems;police;security of data","GIS crime analysis system;crime investigation;crime tracking;fuzzy comprehensive evaluation;police staff;trust measurement model;trusted network connection","","0","","8","","","8-10 Aug. 2011","","IEEE","IEEE Conference Publications"
"Application ontology for the development of case-based intrusion detection systems","Meneses, R.; Leite, A.; Girardi, R.","Dept. de Cienc. da Comput. - DEINF/GESEC, Univ. Fed. do Maranhao, Sao Luis, Brazil","Information Systems and Technologies (CISTI), 2015 10th Iberian Conference on","20150730","2015","","","1","4","This work proposes an application ontology who is capable of formally represent the concepts present in the domain of Information Security together with the intrusion detection systems and case-based reasoning. The ontology was evaluated through the development of an IDS capable of detect computers networks attacks and recommend actions to such attacks. The results showed that the developed IDS presented good effectiveness in the detecting attacks, and so it is concluded that the proposed ontology conceptualizes properly the domain concepts and task.","","","","10.1109/CISTI.2015.7170604","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170604","Information Security;Intrusion Detection Systems;Network Attacks;Ontologies","Cognition;Intrusion detection;Monitoring;OWL;Ontologies;Software","case-based reasoning;ontologies (artificial intelligence);security of data","IDS;application ontology;case-based reasoning;domain concepts;intrusion detection systems;networks attack detection","","0","","15","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"BMEI 2009 List of Papers","","","Biomedical Engineering and Informatics, 2009. BMEI '09. 2nd International Conference on","20091030","2009","","","i","xxxix","Presents the table of contents of the proceedings.","","978-1-4244-4132-7","","10.1109/BMEI.2009.5305874","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5305874","","","","","","0","","","","","17-19 Oct. 2009","","IEEE","IEEE Conference Publications"
"Combating Against Attacks on Encrypted Protocols","Fadlullah, Z.M.; Taleb, T.; Ansari, N.; Hashimoto, K.; Miyake, Y.; Nemoto, Y.; Kato, N.","Tohoku Univ., Sendai","Communications, 2007. ICC '07. IEEE International Conference on","20070813","2007","","","1211","1216","Attacks against encrypted protocols are becoming increasingly popular. They pose a serious challenge to the conventional intrusion detection systems (IDSs) which heavily rely on inspecting the network packet fields and are consequently unable to monitor encrypted sessions. IDSs can be broadly categorized into two types: signature-based and anomaly-based IDSs. The signature-based IDSs rely on previous attack signatures but are often ineffective against new attacks. On the other hand, anomaly-based detection systems depend on detecting the change in the protocol behavior caused by an attack. The latter can be employed to detect novel attacks, and therefore are often preferred over their signature-based counterpart. In this paper, we envision an anomaly-based IDS which can detect attacks against popular encrypted protocols, such as SSH and SSL. The proposed system creates a normal behavior profile and uses non-parametric Cusum algorithm to detect deviation from the normal profile. Upon detecting an anomaly, the proposed mechanism generates an alert, sets a delay to the protocol response, and traces back the attacker. The effectiveness of the proposed detection scheme is verified via simulations.","","1-4244-0353-7","","10.1109/ICC.2007.205","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4288876","","Access protocols;Authentication;Cryptographic protocols;Cryptography;Databases;Delay;Intrusion detection;Monitoring;Network servers;Transport protocols","cryptographic protocols;telecommunication security","anomaly-based detection systems;attack signatures;encrypted protocols;intrusion detection systems;nonparametric Cusum algorithm;packet network;secure socket layer;signature-based systems","","4","","15","","","24-28 June 2007","","IEEE","IEEE Conference Publications"
"Peer-to-peer traffic measurement, analysis and management in an institutional network","Guirado-Puerta, A.M.; Malgosa-Sanahuja, J.; Garcia-Haro, J.; Manzanares-Lopez, P.; Sanchez-Aarnoutse, J.C.","Dept. of Inf. Technol. & Commun., Cartagena Polytech. Univ., Spain","IP Operations and Management, 2004. Proceedings IEEE Workshop on","20051205","2004","","","170","175","Peer-to-peer (P2P) file-sharing applications are drastically changing the role of the Internet service providers (ISP) and institutional networks. This key reason is an unexpected and indiscriminate network bandwidth use that breaks the balance between costs and benefits. In addition, legal issues must be considered due to piracy associated with P2P applications. P2P effects are especially harmful in corporate, institutional and government networks that do not want to assume the responsibility to carry this type of data traffic. This paper presents an extensive analysis of eDonkey protocol that is one of the most popular P2P protocols. The analysis is focused on studying those important characteristics that allow understanding its behavior. A methodology to identify efficiently the associated TCP flows is also proposed. As a result, a mechanism based on spoofing TCP reset packets is tested to mitigate the eDonkey traffic effects and alleviate the network load.","","0-7803-8836-4","","10.1109/IPOM.2004.1547612","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1547612","Peer to peer;measurement and analysis;network management technologies and protocol identification","Bandwidth;Communication system traffic control;Government;Law;Legal factors;Peer to peer computing;Protocols;Technology management;Telecommunication traffic;Testing","Internet;computer network management;peer-to-peer computing;telecommunication traffic;transport protocols","ISP;Internet service providers;TCP flows;data traffic;eDonkey protocol;eDonkey traffic;file-sharing applications;institutional network;network bandwidth;peer-to-peer traffic measurement","","1","","11","","","11-13 Oct. 2004","","IEEE","IEEE Conference Publications"
"AntTrust: A Novel Ant Routing Protocol for Wireless Ad-hoc Network Based on Trust between Nodes","Melchor, C.A.; Salem, B.A.; Gaborit, P.; Tamine, K.","XLIM Lab. UMR CNRS 6172 83, Univ. of Limoges, Limoges","Availability, Reliability and Security, 2008. ARES 08. Third International Conference on","20080523","2008","","","1052","1059","A wireless ad-hoc network is a network which does not use any infrastructure such as access points or base station. Instead, the mobile nodes forward packets to each others, allowing communication among nodes outside wireless transmission range. In this dynamic network, each node is considered as a mobile router but in an energy-conserving manner. This fact makes node an active element in the network which is able of the best and of the worst. Actually, a malicious node can easily disrupt the proper functioning of the routing by simply refusing to forward routing message (misbehavior node), inject the wrong routing packets, modifying others, etc. In this paper, we propose a new routing protocol for wireless ad-hoc network based on multi-agent systems and particularly on ant behavior. The novelty of our protocol relies in the fact that, apparently for the first time, a protocol combines at the same time routing on one side and trust level and reputation between nodes on the other side. This combination permits to increase the security of route establishment. More generally, this protocol opens the door to the use of different agents for obtaining different mixed functionalities, routing and trust level in this paper but also other functionalities like key-distribution.","","978-0-7695-3102-1","","10.1109/ARES.2008.110","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4529460","","Ad hoc networks;Ant colony optimization;Communication system security;Data security;Delay;Femtocell networks;Mobile agents;Monitoring;Multiagent systems;Routing protocols","ad hoc networks;mobile radio;multi-agent systems;routing protocols;security of data","AntTrust;ant behavior;ant routing protocol;mobile nodes;mobile router;multi agent systems;trust;wireless ad hoc network","","0","","20","","","4-7 March 2008","","IEEE","IEEE Conference Publications"
"Secure personal network","Anggraeni, P.N.; Prasad, N.R.; Prasad, R.","Aalborg Univ., Aalborg","Personal, Indoor and Mobile Radio Communications, 2008. PIMRC 2008. IEEE 19th International Symposium on","20081208","2008","","","1","5","Recently, Personal Networks (PNs) have been focused in supporting the userpsilas business and private activities without jeopardizing privacy and security of the users and their data. The support in business and private activities will take place through the userpsilas own personal network consisting of a core Personal Area Network (PAN) extended with clusters of remote devices which could be private, shared, or public and able to adapt to the quality of the network accessed. The extended PAN with its cluster communication with another PN forms a Federation of Personal Networks (PN-F). PN-F is a secure cooperation between different PNs, making services and resources available for the purpose of achieving a common goal, increasing the security requirements and challenges. The communication in this scenario can happen in various places (home, work, public places), involving various types of network infrastructure, between various types of hardware, and exchanging any kind of service. Context aware security manager (CASM) has been proposed to solve the PN security issue, putting all the security decision in the gateway between PAN and cluster or PN and another PN. CASM relies on providing security policy based on the context being given by user. So far, algorithm regarding how to input the context has not yet been defined. Furthermore, how CASM react upon the context in deciding what security action should be performed has also not yet been elaborated. This paper will analyze the impact of context to security. The paper will work as a continuation of CASM by elaborating further a proposed algorithm on defining the context parameters, quantifying context parameter so that CASM can make decision upon it, and optimizing the matrix of context information.","","978-1-4244-2643-0","978-1-4244-2644-7","10.1109/PIMRC.2008.4699962","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4699962","Ad Hoc Network;Communication System Security;Personal Communication Network;Protocols","Ad hoc networks;Clustering algorithms;Communication system security;Context awareness;Data security;Hardware;Information security;Personal area networks;Protocols;Wireless sensor networks","internetworking;personal area networks;telecommunication network management;telecommunication security","business activity;context aware security manager;context information matrix;decision making;gateway;personal area network security;private activity;remote device","","0","","9","","","15-18 Sept. 2008","","IEEE","IEEE Conference Publications"
