http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?bulkSetSize=2000&download-format=download-csv&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.minutes.QT.%29+AND+.QT.Intrusion+detection+system.QT.%29,11/22/2015 19:09,"((""minutes"") AND ""Intrusion detection system"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
A Streaming Intrusion Detection System for Grid Computing Environments,"Smith, M.; Schwarzer, F.; Harbach, M.; Noll, T.; Freisleben, B.","Dept. of Math. & Comput. Sci., Univ. of Marburg, Marburg, Germany","High Performance Computing and Communications, 2009. HPCC '09. 11th IEEE International Conference on",20090717,2009,,,44,51,"In this paper, a novel architecture for a streaming intrusion detection system for Grid computing environments is presented. Detection mechanisms based on traditional log-files or single host databases are replaced by a streaming database approach. The streaming architecture allows processing of temporal attack data across multiple sites and offers the potential for performance benefits in large scale systems, since data is processed during its natural flow and only stored as long as necessary for analysis. Two cross-site example attacks in a Grid environment and the streaming detection logic for these attacks are presented to illustrate the approach. Experimental results of a prototypical implementation are presented.",,978-1-4244-4600-1,978-0-7695-3738-2,10.1109/HPCC.2009.99,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5166975,Grid;Intrustion Detection;PIPES;Streaming Database,Computer architecture;Computer science;Databases;Grid computing;High performance computing;Intrusion detection;Mathematics;Reconnaissance;Security;Telecommunication traffic,database management systems;grid computing;security of data,grid computing environment;large scale system;single host database;streaming database intrusion detection system;streaming detection logic;temporal attack data;traditional log-file,,4,,15,,,25-27 June 2009,,IEEE,IEEE Conference Publications,,,
A stateful intrusion detection system for World-Wide Web servers,"Vigna, Giovanni; Robertson, W.; Kher, V.; Kemmerer, R.A.","Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA","Computer Security Applications Conference, 2003. Proceedings. 19th Annual",20040108,2003,,,34,43,"Web servers are ubiquitous, remotely accessible, and often misconfigured. In addition, custom Web-based applications may introduce vulnerabilities that are overlooked even by the most security-conscious server administrators. Consequently, Web servers are a popular target for hackers. To mitigate the security exposure associated with Web servers, intrusion detection systems are deployed to analyze and screen incoming requests. The goal is to perform early detection of malicious activity and possibly prevent more serious damage to the protected site. Even though intrusion detection is critical for the security of Web servers, the intrusion detection systems available today only perform very simple analyses and are often vulnerable to simple evasion techniques. In addition, most systems do not provide sophisticated attack languages that allow a system administrator to specify custom, complex attack scenarios to be detected. We present WebSTAT, an intrusion detection system that analyzes Web requests looking for evidence of malicious behavior. The system is novel in several ways. First of all, it provides a sophisticated language to describe multistep attacks in terms of states and transitions. In addition, the modular nature of the system supports the integrated analysis of network traffic sent to the server host, operating system-level audit data produced by the server host, and the access logs produced by the Web server. By correlating different streams of events, it is possible to achieve more effective detection of Web-based attacks.",,0-7695-2041-3,,10.1109/CSAC.2003.1254308,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1254308,,Application software;Computer hacking;Computer science;Event detection;Intrusion detection;Network servers;Performance analysis;Protection;Telecommunication traffic;Web server,Internet;Web sites;computer crime;file servers,Web-based applications;Web-based attacks;WebSTAT intrusion detection system;World-Wide Web servers;operating system-level audit data;server host;sophisticated attack languages,,26,2,25,,,8-12 Dec. 2003,,IEEE,IEEE Conference Publications,,,
Novel intrusion detection system integrating layered framework with neural network,"Srivastav, N.; Challa, R.K.","Dept. of Comput. Sci. & Eng., NITTTR, Chandigarh, India","Advance Computing Conference (IACC), 2013 IEEE 3rd International",20130513,2013,,,682,689,"The threat from spammers, attackers and criminal enterprises has grown with the expansion of Internet, thus, intrusion detection systems (IDS)have become a core component of computer network due to prevalence of such threats. In this paper, we present layered framework integrated with neural network to build an effective intrusion detection system. This system has experimented with Knowledge Discovery & Data Mining(KDD) 1999 dataset. The systems are compared with existing approaches of intrusion detection which either uses neural network or based on layered framework. The results show that the proposed system has high attack detection accuracy and less false alarm rate.",,978-1-4673-4527-9,,10.1109/IAdCC.2013.6514309,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6514309,IDS;KDD cup99 dataset;layered framework;neural network,Biological neural networks;Computational modeling;Feature extraction;Intrusion detection;Probes;Training,Internet;computer network security;data mining;neural nets,IDS;Internet;KDD 1999 dataset;Knowledge Discovery and Data Mining 1999 dataset;attack detection accuracy;attackers;computer network;criminal enterprises;false alarm rate;intrusion detection systems;layered framework;neural network;spammers,,0,,18,,,22-23 Feb. 2013,,IEEE,IEEE Conference Publications,,,
PAIDS: A Proximity-Assisted Intrusion Detection System for Unidentified Worms,Zhenyun Zhuang; Ying Li; Zesheng Chen,"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","Computer Software and Applications Conference, 2009. COMPSAC '09. 33rd Annual IEEE International",20090922,2009,1,,392,399,"The wide spread of worms poses serious challenges to today's Internet.Various IDSes (intrusion detection systems) have been proposed to identify or prevent such spread. These IDSes can be largely classified as signature-based or anomaly-based ones depending on what type of knowledge the system knows. Signature-based IDSes are unable to detect the outbreak of new and unidentified worms when the worms' characteristic patterns are unknown. In addition, new worms are often sufficiently intelligent to hide their activities and evade anomaly detection. Moreover, modern worms tend to spread more quickly, and the outbreak period lasts in the order of hours or even minutes. Such characteristics render existing detection mechanisms less effective.In this work, we consider the drawbacks of current detection approaches and propose PAIDS, a proximity-assisted IDS approach for identifying the outbreak of unknown worms. PAIDS does not rely on signatures.Instead, it takes advantage of the proximity information of compromised hosts. PAIDS operates on an orthogonal dimension with existing IDS approaches and can thus work collaboratively with existing IDSes to achieve better performance. We test the effectiveness of PAIDS with trace-driven simulations and show that PAIDS has a high detection rate and a low false positive rate.",0730-3157,978-0-7695-3726-9,,10.1109/COMPSAC.2009.59,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5254234,Intrusion Detection System;Proximity;Worm,Application software;Collaborative work;Computer applications;Computer worms;Educational institutions;Failure analysis;Impedance;Internet;Intrusion detection;Pattern analysis,Internet;digital signatures;invasive software,Internet;PAIDS;anomaly detection;proximity-assisted intrusion detection system;signature-based scheme;unidentified worm,,0,,35,,,20-24 July 2009,,IEEE,IEEE Conference Publications,,,
An Intrusion Detection System in Ad Hoc Networks: A Social Network Analysis Approach,Wei Wang; Hong Man; Yu Liu,"Dept. of Electr. & Comput. Eng., Stevens Inst. of Technol., Hoboken, NJ","Consumer Communications and Networking Conference, 2009. CCNC 2009. 6th IEEE",20090218,2009,,,1,5,"We introduce a social network analysis method as a new approach to build an Intrusion Detection System (SN-IDS) in ad hoc networks. The SN-IDS utilizes social relations as metrics-of-interest for anomaly detections, which is different from most traditional IDS approaches. To construct proper social networks, we first investigate ad hoc MAC and network layer data attributes and select relevant social feature sets; then we build up a set of socio-matrices based on these features. Social analysis methods are applied to these matrices to detect suspicious behaviors of mobile nodes. NS-2 simulation results show that this SN-IDS system can effectively detect common attacks with high detection rates and low false positive alarm rates. Furthermore, it has clear advantages over the conventional association rule based data mining IDS in terms of computation and system complexity.",,978-1-4244-2308-8,978-1-4244-2309-5,10.1109/CCNC.2009.4784728,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4784728,,Ad hoc networks;Association rules;Computational modeling;Data mining;Data security;Electronic mail;Information analysis;Intrusion detection;Routing;Social network services,ad hoc networks;computer networks;security of data;social sciences,MAC layer;ad hoc networks;intrusion detection system;network layer;social network analysis;socio-matrix,,1,,9,,,10-13 Jan. 2009,,IEEE,IEEE Conference Publications,,,
A host-based real-time intrusion detection system with data mining and forensic techniques,Fang-Yie Leu; Tzu-Yi Yang,"Comput. Sci. & Inf. Eng., Tunghai Univ., Taichung, Taiwan","Security Technology, 2003. Proceedings. IEEE 37th Annual 2003 International Carnahan Conference on",20040518,2003,,,580,586,"Host-based detective methods play an important role in developing an intrusion detection system (IDS). One of the major concerns of the development is its latency delay. Host-based IDS systems inspecting log files provided by operating systems or applications need more time to analyze log content. It demands a large number of computer resources, such as CPU time and memory. Besides, there still a crucial problem about how to transform human behavior into numbers so as measurement can be easily performed. In order to improve the problem addressed we promote IDS called host-based real time intrusion detection system (HRIDS). HRIDS monitors users' activities in a real-time aspect. By defining user profiles, we can easily find out the anomalies and malicious accesses instantly. With the help of user profiles, we cannot only find which account has been misused, but also realize the true intruders. There is no need to update the knowledge databases of HRIDS. It is a self-organized and self-training system. Furthermore, we discover cooperative attacks submitted by users at the same time by using data mining and forensic techniques.",,0-7803-7882-2,,10.1109/CCST.2003.1297623,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1297623,,Application software;Computer displays;Data mining;Delay;Forensics;Humans;Intrusion detection;Operating systems;Performance evaluation;Real time systems,computer crime;data mining;real-time systems;safety systems,data mining;forensic techniques;host-based real-time intrusion detection system;intelligent monitor;user profile,,0,,9,,,14-16 Oct. 2003,,IEEE,IEEE Conference Publications,,,
Intrusion detection system for the protection of railway assets by using Fiber Bragg Grating sensors: a Case Study,"Catalano, A.; Bruno, F.A.; Pisco, M.; Cutolo, A.; Cusano, A.","Dept. of Eng., Univ. of Sannio, Benevento, Italy","Photonics Conference, 2014 Third Mediterranean",20140726,2014,,,1,3,"In this work, we demonstrate the capability of Fiber Bragg Gratings (FBGs) sensors to protect large areas from unauthorized activities in railway scenarios such as stations, depots or tunnels. In particular, here we report on the technological strategy we adopted in order to protect a “specific” railway depot, but representative of a quite common scenario in railway environment for outdoor security applications. One of the concerns associated with to the protection of a railway area, indeed, relies on the unavoidable presence of the railroad tracks that cannot be practically obstructed with physical barriers. We propose an integrated optical fiber sensing system, composed by FBGs strain sensors, deployed in a network, to detect human intrusion through the perimeter to be protected, combined with FBG accelerometers sensors to protect the rail track access. Several trials have been carried out in indoor and even outdoor environment. Experimental results reveal that FBGs strain sensors, bonded under a ribbed rubber mat, enable the detection of intruder's break-in and FBG accelerometer sensors, installed under rails, enable the detection of walking intruder on the railroad tracks through the acoustic surface waves generated by the footsteps. The integrated system, based on a single enabling technology, represents a valuable intrusion detection system for railway security and could be further integrated with other sensing functionalities in the railway field using the fiber optic technology.",,,,10.1109/MePhoCo.2014.6866483,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6866483,Intrusion detection system;fiber Bragg gratings;optical fiber sensors,Accelerometers;Fiber gratings;Optical fiber sensors;Rail transportation;Rails,Bragg gratings;fibre optic sensors;railways;safety systems;strain sensors;surface acoustic waves,acoustic surface waves;fiber Bragg grating sensors;human intrusion;integrated optical fiber sensing system;intrusion detection system;outdoor security applications;railroad tracks;railway assets protection;railway environment;ribbed rubber mat;strain sensors;walking intruder,,0,,5,,,7-9 May 2014,,IEEE,IEEE Conference Publications,,,
Design of a New Intrusion Detection System Based on Database,Gongxing Wu; Yimin Huang,"Coll. of Comput. Sci. & Inf. Eng., Zhejiang Gongshang Univ., Hangzhou, China",2009 International Conference on Signal Processing Systems,20090717,2009,,,814,817,"Intrusion detection analyzes unauthorized accesses and malicious behaviors and finds intrusion behaviors and attempts by detecting the state and activity of an operation system to provide an effective means for intrusion defense. Applying the intrusion detection technology to databases is an effective method of enabling databases to have positive and active security mechanisms. This paper makes an intensive study of a database intrusion detection technology, especially an anomaly detection technology based on data mining first and then puts forward a kind of realization based on Trie tree for the classical algorithm of association rules---Apriori and finally uses Apriori algorithm to realize the extraction of user behavior rules.",,978-0-7695-3654-5,,10.1109/ICSPS.2009.139,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5166902,anomaly detection;database;intrusion detection system,Computer science;Data engineering;Data mining;Data preprocessing;Data security;Design engineering;Educational institutions;Intrusion detection;Signal processing algorithms;Spatial databases,authorisation;data mining;database management systems;tree data structures,Apriori algorithm;Trie tree;active security mechanism;anomaly detection technology;association rule classical algorithm;data mining;database intrusion detection system;malicious behavior;unauthorized access,,1,,9,,,15-17 May 2009,,IEEE,IEEE Conference Publications,,,
An intelligent lightweight Intrusion Detection System(IDS),"Hu Zheng Bing; Shirochin, V.P.; Su Jun","Nat. Tech. Univ. of Ukraine KPI"""," Kiev""",TENCON 2005 2005 IEEE Region 10,20070205,2005,,,1,7,"This paper presents an intelligent lightweight IDS, called host-based forensic intrusion detection system,which is developed with forensics,biometrics,data mining and watermark techniques.We use the forensics technique to profile the user behavior in order to automate the maintenance of user profile, data mining technique to find out the cooperative attack, and watermark technique to trace back the hackers or intruders. The goal of the system is to detect the intrusion real-time, effectively and efficiently.",,0-7803-9311-2,0-7803-9312-0,10.1109/TENCON.2005.301033,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4084959,Forensic;IDS;Network Security;Watermark,Data mining;Data security;Delay;Forensics;Intrusion detection;Monitoring;Operating systems;Protection;Real time systems;Watermarking,data mining;security of data;watermarking,biometrics techniques;data mining;forensics technique;host-based forensic intrusion detection system;intelligent lightweight intrusion detection system;watermark techniques,,0,,5,,,21-24 Nov. 2005,,IEEE,IEEE Conference Publications,,
DIDS: A dynamic model of intrusion detection system in wireless sensor networks,Guangcheng Huo; Xiaodong Wang,"Sch. of Comput., Nat. Univ. of Defense & Technol., Changsha","Information and Automation, 2008. ICIA 2008. International Conference on",20080826,2008,,,374,378,"Security of wireless sensor networks (WSN) has become one of the hottest areas. However, insufficiency of memory and battery power of sensors makes sensor networks vulnerable to be attacked. As a second line of defense, intrusion detection system (IDS) is one useful method defending against attacks. In present literatures, most of IDS models in WSN are static IDS (SIDS), which have inherent disadvantages and are not feasible for WSN. This paper proposes a dynamic model of IDS (DIDS) for WSN, which has a remarkable improvement in the security, stability and robustness issues as compared to SIDS. Simulation results show that DIDSpsilas detection rate is 10% higher than SIDS with a range of 15 m and much higher with smaller ranges, and DIDS can prolong the lifetime of networks by 8% on average.",,978-1-4244-2183-1,978-1-4244-2184-8,10.1109/ICINFA.2008.4608028,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4608028,,Analytical models;Energy efficiency;Event detection;Game theory;Intrusion detection;Military computing;Monitoring;Protection;Robust stability;Wireless sensor networks,telecommunication security;wireless sensor networks,dynamic model;intrusion detection system;wireless sensor network security,,6,,15,,,20-23 June 2008,,IEEE,IEEE Conference Publications,,,
A neural network based distributed intrusion detection system on cloud platform,Zhe Li; Weiqing Sun; Lingfeng Wang,"Dept. of Electr. Eng. & Comput. Sci., Univ. of Toledo, Toledo, OH, USA","Cloud Computing and Intelligent Systems (CCIS), 2012 IEEE 2nd International Conference on",20131114,2012,1,,75,79,"Intrusion detection system (IDS) is an important component to maintain network security. Also, as the cloud platform is quickly evolving and becoming more popular in our everyday life, it is useful and necessary to build an effective IDS for the cloud. However, existing intrusion detection techniques will be likely to face challenges when deployed on the cloud platform. The pre-determined IDS architecture may lead to overloading of a part of the cloud due to the extra detection overhead. This paper proposes a neural network based IDS which is a distributed system with an adaptive architecture so as to make full use of the available resources without overloading any single machine in the cloud. Moreover, with the machine learning ability from the neural network, the proposed IDS can detect new types of attacks with fairly accurate results. Evaluation of the proposed IDS with the KDD dataset on a physical cloud testbed shows that it is a promising approach to detecting attacks in the cloud infrastructure.",,978-1-4673-1855-6,,10.1109/CCIS.2012.6664371,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6664371,Anomaly detection;Cloud security;Distributed IDS;Neural network,Artificial neural networks;Computer architecture;Intrusion detection;Servers;Training,cloud computing;learning (artificial intelligence);neural nets;security of data,KDD dataset;adaptive architecture;attack detection;cloud platform;distributed system;machine learning;network security;neural network based IDS;neural network based distributed intrusion detection system;pre-determined IDS architecture,,0,,14,,,Oct. 30 2012-Nov. 1 2012,,IEEE,IEEE Conference Publications,,,
High precision time synchronization scheme for Distributed Intrusion Detection System,Jian Sun; Huihui Ma; Du Xu,"Sch. of Commun. & Inf. Eng. (SCIE), Univ. of Electron. Sci. & Technol. of China (UESTC), Chengdu, China","Computer Application and System Modeling (ICCASM), 2010 International Conference on",20101104,2010,2,,V2-219,V2-223,"Time synchronization is an important middleware service of distributed systems, amongst which Distributed Intrusion Detection System (DIDS) makes extensive use of time synchronization in particular. Time synchronization has become a critical area of research today. Network Time Protocol (NTP) and Precision Time Protocol (PTP) are the current widely accepted standards for synchronizing clock over. This paper makes a comparison on the merits and the shortcomings of the two protocols and then provides a scheme of time synchronization based on NTP. This scheme uses a new approach to get local clock, which improves the accuracy of local clock. The results of experiments approve the scheme is feasible and improves the synchronization precision.",,978-1-4244-7235-2,978-1-4244-7237-6,10.1109/ICCASM.2010.5619315,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5619315,Distributed Intrusion Detection System;NTP;Time Synchronization;Timestamp,Delay;Hardware;Servers;Synchronization,middleware;security of data;synchronisation,clock synchronization;distributed intrusion detection system;high precision time synchronization;local clock;middleware service;network time protocol;precision time protocol,,0,,7,,,22-24 Oct. 2010,,IEEE,IEEE Conference Publications,,,
Cost performance analysis of intrusion detection system in mobile wireless ad-hoc network,"Pinnaka, A.K.; Tharashasank, D.; Reddy, V.S.K.","CSE Deptt., MRCET, Hyderabad, India","Advance Computing Conference (IACC), 2013 IEEE 3rd International",20130513,2013,,,536,541,"Like any other wireless communication settings, mobile ad-hoc network inherits potential dangerous vulnerabilities in network security. A proactive security defense such as intrusion detection system has become a recent research topic in this area. Many intrusion detection models are proposed by the researchers and most of them are promising. How-ever, the problem in mobile ad-hoc environment is that communication and power resources are very limited. Thus, any additional features which need to be implemented in this environment must be as efficient as possible. This paper presents a comparison study between the co-operative detection model and the aggregative detection model to evaluate the efficiency of resource usage. We use a sample case study of disaster recovery operations system to have a real scenario of mobile ad-hoc practice. An experiment is conducted using that scenario under different treatments. The contribution of our work is to suggest an intrusion detection model that is efficient but still reliable to use.",,978-1-4673-4527-9,,10.1109/IAdCC.2013.6514283,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6514283,,Ad hoc networks;Adaptation models;Computational modeling;Intrusion detection;Mobile communication;Power demand,computer network security;costing;mobile ad hoc networks;resource allocation,aggregative detection model;communication resource usage efficiency evaluation;cooperative detection model;disaster recovery operations system;intrusion detection system cost performance analysis;mobile wireless ad-hoc network;network security;power resource usage efficiency evaluation;wireless communication settings,,1,,14,,,22-23 Feb. 2013,,IEEE,IEEE Conference Publications,,,
An intrusion detection system for wireless process control systems,"Roosta, T.; Nilsson, D.K.; Lindqvist, U.; Valdes, A.","Dep. of Electr. Eng. & Comput. Sci., UC Berkeley, Berkeley, CA","Mobile Ad Hoc and Sensor Systems, 2008. MASS 2008. 5th IEEE International Conference on",20081028,2008,,,866,872,"A recent trend in the process control system (PCS) is to deploy sensor networks in hard-to-reach areas. Using wireless sensors greatly decreases the wiring costs and increases the volume of data gathered for plant monitoring. However, ensuring the security of the deployed sensor network, which is part of the overall security of PCS, is of crucial importance. In this paper, we design a model-based intrusion detection system (IDS) for sensor networks used for PCS. Given that PCS tends to have regular traffic patterns and a well-defined request-response communication, we can design an IDS that models normal behavior of the entities and detects attacks when there is a deviation from this model. Model-based IDS can prove useful in detecting unknown attacks.",,978-1-4244-2574-7,978-1-4244-2575-4,10.1109/MAHSS.2008.4660125,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4660125,,Communication system security;Costs;Data security;Intrusion detection;Monitoring;Personal communication networks;Process control;Sensor systems;Wireless sensor networks;Wiring,process control;telecommunication security;telecommunication traffic;wireless sensor networks,attack detection;model-based intrusion detection system;network security;request-response communication;traffic pattern;wireless process control system;wireless sensor network,,8,,9,,,Sept. 29 2008-Oct. 2 2008,,IEEE,IEEE Conference Publications,,,
